id,exam_status,paid_status,resit_fee
bfTWF2dyeefa,pending,unpaid,5194
NE057ztW3My9,second trial,paid,3192
ZYQKOMMlNOCh,pending,paid,2228
XSi40dx1RnyA,passed,paid,7083
BK7kexpzw7U0,second trial,paid,2145
0ZbF1bYjs3bY,passed,unpaid,1101
7eBAqwMAxQOb,passed,paid,8382
lGT7N1n5NNEe,passed,unpaid,5919
4hbUyzKSSuiO,pending,unpaid,2849
Q6HveeG9W0Y7,pending,unpaid,5448
tB5Bqo1EaMIM,pending,paid,8625
Bl49GqQ9v4jb,second trial,unpaid,7805
rQNxMvAD4tD2,second trial,unpaid,4590
PKv9vsEMXlUC,passed,paid,6161
zmVWH2Y1B0Ch,passed,paid,5029
H9SeDwFgOGGM,pending,unpaid,4892
e0CQqtZP1qtc,second trial,paid,9751
HwDbWomGfGDi,pending,paid,9119
JQ7nQESyEql5,passed,unpaid,2593
Ip6pMEJJ9EAu,second trial,unpaid,9738
cLpRahafAKaW,second trial,unpaid,9548
o2qnBTyPN5dA,passed,unpaid,6503
dsViEMAhIZUV,pending,unpaid,1726
ebYbnVQUt4Zg,passed,paid,7338
NsBRD3uCaiem,passed,unpaid,2408
LnTm6sOvtvP5,second trial,paid,8787
x2ZEyORkDA9h,second trial,paid,6589
XkbqwjdO0FoB,passed,unpaid,5486
TkhBBf7IIEnK,passed,unpaid,8595
63OM7CwIfn3O,second trial,paid,3568
jKcKqQKxDftg,second trial,unpaid,3878
pYIl8BXueH3T,passed,paid,1915
5vZa3F9heeiD,second trial,paid,2727
1LEmU7yMZtgb,passed,paid,7619
IOVZv5u2pTfo,second trial,paid,6591
IJuLNAnuw67M,second trial,unpaid,3847
ZQZHA9xhbMWv,second trial,unpaid,6344
Nc6bLkkC8AKY,pending,unpaid,4853
GImJDfNPWB2J,pending,unpaid,4934
8TGTMctKYedn,pending,unpaid,8429
xuYHratk1B2O,second trial,paid,9084
mp3z70Zx323L,pending,unpaid,6672
YWHCmoEgkXiB,second trial,paid,3872
1ohMQX0P6wtD,passed,unpaid,1531
oJIFWxER081R,pending,unpaid,5182
Wa91aC9wy0sX,passed,paid,5056
mhkD9F4fOCPL,pending,unpaid,4825
NI1bB07N1OZW,pending,unpaid,3408
h7Y02pXR4nCz,pending,paid,5928
itj58Dd7q3EY,second trial,unpaid,7292
HO2KPEaTnjOv,passed,paid,2748
UfYUDZ1mpjTz,pending,paid,6496
ounKSXZWOrRL,passed,unpaid,1247
qscig4ZQSdf0,passed,unpaid,1827
1d19mEb5ks8q,pending,unpaid,4111
HEI2wup6Azy0,second trial,paid,6003
dTGKcuhhbqXb,second trial,paid,2006
h4W5Pn53z7y4,pending,unpaid,2028
VyfjzKeJ2c97,second trial,paid,9231
Bbnl2ZuGSqXZ,passed,paid,5505
f3Xn6o6xyoxg,passed,unpaid,6351
Dp9MKk0z8Blu,pending,unpaid,3596
CxKIdtggRdMN,pending,paid,5041
0G54Znm22jRN,passed,unpaid,3734
FBnSLgdKWVs6,passed,unpaid,7748
pZHm4bMUCMXi,pending,paid,5276
oaYpzUzroWps,passed,paid,3160
lM1ooCQIdLMG,pending,paid,2523
2GizK28DdcqG,passed,paid,3996
ZIbgfSmaRDFE,passed,paid,6888
GQhqxLCfpRI9,passed,paid,7577
AXgS8OGTI1yY,second trial,unpaid,5154
uihKjyY28IDN,passed,unpaid,3722
TvJ2m9BnQVLk,second trial,unpaid,3606
LTbq8qy541kJ,pending,unpaid,5694
HiBlPAiCk2j2,pending,paid,3756
CRGHYdCkiEUm,passed,unpaid,9841
EU7FFSsam1qB,second trial,paid,4738
jL8G3gKI5v7t,pending,paid,7996
RpfzETANNNTd,passed,paid,2310
rtqtsmQM8Utp,pending,unpaid,3670
kmHhWp3UEwDo,passed,unpaid,1110
rIlCEhVozTMK,second trial,paid,1110
SzSoqZtLLvMp,passed,paid,9836
Qiurl0OVME5P,passed,paid,3405
koNDunZ435LJ,passed,unpaid,5278
4TNK6Z8dX3sw,pending,paid,3305
pm7UJImQyDO8,passed,paid,8379
GpfLAfj0CX2n,passed,unpaid,9617
lkVHnR8g8y3S,passed,unpaid,9605
cfjvyrFkK3nU,pending,unpaid,2355
W3LUa9uesjga,second trial,unpaid,2408
XmZn4y4T9ksR,second trial,unpaid,7602
MNWBPCbsJl4E,passed,unpaid,6545
bMUIlu0Ft20I,passed,paid,5519
p4TbOrQpwo8z,passed,paid,7764
TOwncAhYlcqP,passed,paid,5807
1NeYx7AKMcUy,passed,paid,8048
XA6FO7doZtKo,second trial,paid,3029
b7MK5YhsEEyU,pending,unpaid,2821
Qup76W71eTMp,second trial,paid,9883
6Ma4qFbWgg7K,pending,unpaid,4381
YPmo7dMObH8H,second trial,unpaid,4978
q9SI6pd410n4,passed,paid,8384
FYGGNoM4xcfw,pending,paid,3438
veIRPXsiMmJ9,second trial,paid,7426
KCUSMUqaSgpx,passed,paid,6432
toKKvPnZzBAE,second trial,unpaid,6245
SzNDoz3xPvnP,pending,paid,7275
AvPYuLhyWdWv,second trial,paid,5220
UTAPYr40trAm,passed,unpaid,3155
PlnM3W5809kt,second trial,paid,8720
vI1d7u1El1OC,second trial,unpaid,5304
c2grnzT0rNDo,second trial,paid,3483
Mju9rWkbaRqc,second trial,paid,6174
L4o0oyhtTgiC,passed,paid,2705
N4fuqlbGfnqm,second trial,unpaid,4723
9s2mQOkwSUTB,passed,paid,3098
BWhESa6JobFA,pending,paid,1317
f61LK9Z81hLc,passed,paid,7713
pEkO3N20slre,pending,unpaid,9721
8BJOewo4PvNo,pending,paid,8456
0RCmh1rupuOW,second trial,paid,5747
E4JTLp7Yunte,pending,unpaid,2722
LLldspKsqCTi,passed,unpaid,6158
OXFt1kSFH1O3,pending,paid,6403
w9tpThFuX3Ki,passed,paid,4826
i5Mat2GzSbxz,second trial,unpaid,7332
JBLT0zzl13W6,second trial,unpaid,1657
b8ti4wfHv1uL,passed,unpaid,3108
z2jJIrxDKlNT,passed,paid,1357
spprCA6VYwOL,pending,unpaid,4249
ofvoLsAQdrN3,second trial,paid,8181
X4GEEy53oRBQ,pending,paid,2703
cW7je4zKraZt,passed,unpaid,1787
rQJhisKYsqxL,second trial,unpaid,8370
xMvZih8u2UqF,passed,paid,5081
H87X2OowlPXi,passed,unpaid,6621
kdaPdJltc4K5,pending,unpaid,9136
U9M7M2ScK9pc,passed,unpaid,4087
tAm9QFOtgUne,second trial,paid,8150
5VYKA0uG39SJ,passed,paid,7983
g8hb8TAeehoj,passed,unpaid,4373
lUWhSnMcw64N,second trial,unpaid,9641
dW3xpWGdfGuK,passed,paid,3259
BZ0BzE6lnBRx,pending,unpaid,9163
HyD7tznNufxm,pending,paid,8709
LVmeBzKXpDBb,passed,paid,1275
mdaLj9C3ky7R,second trial,unpaid,2217
8aid5bz7BmOV,passed,paid,5867
JyD5RXFucr7N,pending,unpaid,6188
AMutOE33rZoQ,passed,unpaid,8054
1WDVV2okV07T,pending,paid,5601
8PEM0PoM46Zc,second trial,paid,6536
Z3k7FUDmoxS7,second trial,paid,2233
1mjLPbgnBUbh,second trial,paid,3533
Y5a3bfWFcmOq,passed,paid,1103
9KKk7cdrDfXW,passed,unpaid,2517
KOY4xdsc9jXz,pending,paid,2571
BYiBQHIH8oQI,pending,paid,8417
albMPlecBore,pending,unpaid,7090
JsEjllq2VGjr,second trial,paid,6066
ap2kEB7CMris,second trial,unpaid,3377
Ywj0PhSmT52K,pending,unpaid,3771
64hBsONTohoo,second trial,paid,3015
2vv2v2QhpdPx,second trial,paid,7484
spe804f19ARr,passed,paid,2311
JkhRJ1z3Q1NS,second trial,paid,8936
gqESG4mfo1PI,pending,paid,3177
J8dk6zkZSfBN,pending,unpaid,4433
Lsa2LASGmzzD,passed,paid,6034
0vwn9LEvnYRY,passed,paid,9411
NJtykJGcQDjX,passed,unpaid,9553
fhGw2Uv5G77H,second trial,paid,5774
GFvw2mR7gCmK,pending,paid,2752
vJr5SqiT5JQf,passed,paid,5782
jexrOqBDz689,passed,paid,8248
NqCfffacYkBs,passed,unpaid,8872
s2CwmbuwHLjm,passed,paid,6222
WbfaocKV3AU8,second trial,unpaid,1902
IQnEMRLSAULO,passed,paid,5038
PUgeOFHeSL95,pending,paid,9297
bqVF7LCiZ1gN,pending,unpaid,6670
3UiHmnkRcGLZ,second trial,unpaid,4273
R2z0IjQePrRR,passed,paid,8669
cJKP7QQwPQiA,second trial,unpaid,4698
4OFGkKKEaTZa,pending,paid,9266
nj9v48sH0JAt,pending,unpaid,3892
BKO12bvW20Cw,passed,paid,5760
YYOPbbyLunHI,second trial,unpaid,1046
ixcl51Ig7IMc,pending,paid,5134
hsQ87MGOSxZR,passed,paid,3027
41ASKEblAbCD,second trial,unpaid,1073
pO2EaXpMMDIM,pending,unpaid,1282
g5LC1dwql40A,pending,unpaid,8941
FEdIdd9ezCnf,second trial,paid,3123
u7QOWMxIkHK1,second trial,paid,1427
FLidfKLbMwLS,passed,paid,2661
BUhGUSwfVc3j,passed,unpaid,7821
oTt22UEs7Tim,pending,paid,7364
4dLqT9qviktm,passed,paid,8204
vshrmKDyK427,pending,paid,2700
PVZY2cA8Tb9D,second trial,paid,8185
bWGd465gBbwl,pending,paid,8001
i6fsNH0trqx4,second trial,paid,9300
TSV2q7279Nsm,second trial,paid,7995
Q01hUVcC4G5L,passed,paid,7640
oD1PWcrTexEd,second trial,paid,6250
OXaGtHSCwLWq,second trial,unpaid,2095
1nFOknxroT8E,second trial,unpaid,9444
xVFqmTUoUY8w,second trial,unpaid,4009
rZUz3Nwy7iuL,passed,paid,8430
Iqvm36M2atCT,pending,paid,2411
E4kml6yMtDnY,passed,paid,2091
i1qm0qJp1e95,second trial,unpaid,9538
ehCZkU24HOaS,pending,unpaid,6026
s3l0EpGMbvu4,passed,paid,7667
4ktpH2oHg9jq,pending,paid,6192
j7OSU7132YDD,pending,unpaid,8228
VbsGb6YsX2yn,pending,unpaid,3698
BQ8Bj7QW6tZ3,second trial,unpaid,8133
GWn6wOVZOQWt,pending,paid,9669
GK2yonpv6LKm,pending,unpaid,4375
NidsM1kNQTcn,pending,paid,9290
4WeGRot3uqJG,pending,unpaid,9538
JacHORI5eWxW,passed,unpaid,2455
kpuJUqmHTeqz,second trial,unpaid,7010
stQhAfcOzpeF,passed,paid,7561
WeHYU4qCQg5F,second trial,paid,6206
RJuR6Yyexpxo,passed,paid,8529
loD6Jy0YEpHN,pending,unpaid,1114
296TxUkOEsmb,second trial,paid,7979
JUausv9UNGiC,passed,unpaid,9627
8smhn14IRH8R,passed,unpaid,2862
D5Ga8uLkhVUy,second trial,unpaid,1839
ABaQDBW3scJV,second trial,unpaid,1674
2nj4a2q2pEzx,second trial,paid,2197
RRld7bd8R9nj,passed,paid,5288
dOIVc4YXVcC8,second trial,paid,1055
aiZ0OHeW3PsL,pending,paid,2259
eMzVHcayCLm4,pending,unpaid,1156
SjR1rsbfGNHq,second trial,paid,6889
v0uqQU4w2DBK,passed,unpaid,4482
AA2punL3tI9j,pending,unpaid,9450
jzRONUDN76DF,passed,paid,2233
L05ypzu4eAqt,second trial,unpaid,5349
XxGkYs6PYQ4g,passed,paid,7400
LN39hG1CYExp,pending,unpaid,4406
ZO5nsG5rwGI7,pending,paid,1523
yqEDXaed8LXS,pending,unpaid,7758
SOVd42MJ3YpR,passed,paid,2678
cYXCGaGBLZSM,second trial,unpaid,1640
KIgrN35Q0Vrp,passed,paid,8114
IjHKkYbgs1LT,second trial,unpaid,9578
akguTFK8b397,second trial,unpaid,2388
xzUhoW7tZVkd,second trial,paid,1920
D4aRNfIHBzE0,pending,unpaid,4201
HpDgmp2isXMn,second trial,unpaid,2677
KFcWmeXnJ4oT,passed,unpaid,3108
M18tGau1fsez,passed,unpaid,2812
8Ab6zJ2ajMnA,passed,unpaid,3014
GcbwsRiQuP1o,passed,paid,6587
jqCrEGgVRYEs,second trial,paid,1330
jkDWVSUMVR4Z,second trial,paid,7215
BNisjxAxb3O8,pending,paid,6860
p4GTp9SVdSuI,passed,unpaid,3624
Fhw8iQYBIfG3,second trial,unpaid,3936
23eXxKCvuZCX,passed,paid,1812
AYRT2Z4cjBPX,second trial,paid,3350
hAMN3zqHEFkn,second trial,paid,4885
rv5HvXVfsX0e,second trial,paid,7196
COfCgZVEIcRc,pending,paid,6631
wPyzqfdzAFAD,passed,unpaid,2625
XJ3WFJ4ZBmkr,passed,paid,8073
Vt25u8wzj3P2,passed,paid,8738
4MrXuissSOzv,passed,paid,7794
6u9chfE8R9jZ,second trial,unpaid,7887
ybvBXi0XenHM,second trial,paid,9940
qzoPX8FBOM4S,pending,paid,4917
UFKy609Rfz1v,passed,unpaid,3819
Jowkd94lhKmF,passed,unpaid,3536
0CUeNrzL5USf,pending,paid,6105
x2XcM2X02vxr,passed,paid,1853
pg1vZdc0pSRq,pending,paid,2844
zNGsUxWLY6A2,passed,paid,4986
EvxNXaOwlGIW,second trial,unpaid,5689
sX9m9f6bnxEu,passed,paid,4703
tSoQuNh95PIU,passed,unpaid,4524
C5sj8rPpBkkV,second trial,unpaid,5892
mFYj814tgcdo,second trial,paid,5361
aqqtDl0EtD9B,second trial,unpaid,8188
ax2H48CiQ6hf,passed,unpaid,8521
L8EdHy1cCqHk,pending,paid,2454
9MM0cMvlXh3i,passed,paid,5210
DPrr3xXGyxtg,second trial,unpaid,4924
9YunJiXEh5cK,passed,paid,4309
2ulteMceMfiy,pending,paid,5574
ImKpQm4XlZSX,pending,unpaid,1151
B2inDfCXT62s,pending,unpaid,7707
LCk1xBNMuyNz,second trial,unpaid,4498
7zEeCn6EKZsy,pending,paid,9979
JdJdHa3OpEno,passed,unpaid,4041
eMIi8ogC4dqZ,pending,unpaid,4024
Ap4OgvPeMmFU,second trial,paid,2200
smgezk6X1vol,passed,paid,8412
1LlnVLBBXDeK,second trial,unpaid,3829
XNWdZdZonpRe,passed,paid,7380
JGd5DBCxioeU,pending,unpaid,2921
U6w3oIpdRBRx,passed,paid,1080
uDr62J3tZIj6,second trial,unpaid,1122
BWahkP7GQH4c,passed,paid,5701
5btaYcjxPs0C,passed,paid,6565
vq8k9nzgfhyZ,passed,unpaid,3126
VukXcx2jhn7S,pending,paid,8121
jOAbIUsP3ubr,passed,unpaid,4146
PJVxnR8SAPOd,second trial,unpaid,7773
G73VDkZ85Jup,pending,unpaid,2923
rP19K3eXNJ73,passed,paid,2889
7l57YA7W44Ca,pending,paid,2080
Uywyg6f5oPs8,passed,paid,6656
InYUtjr8a8GU,second trial,unpaid,3952
hki3694iOW6k,passed,paid,5161
OuVFeGJNxfvV,pending,unpaid,1816
00QDIf30WuzE,pending,unpaid,4391
G9cXJiu1Vakn,second trial,paid,5809
IC6DvREA1ja2,pending,unpaid,1966
BEbrBlepBLMc,passed,unpaid,2126
5kFbkQHm1T99,second trial,paid,7708
QZrpLr6l8FC4,second trial,unpaid,9930
lUjPAesbDup0,passed,unpaid,1727
j6CNuRuviT9V,second trial,paid,6732
u3HEfx3WzaFP,pending,unpaid,9257
7rfrwWroiach,second trial,unpaid,5860
rrZkm8CY1yrQ,second trial,paid,6134
QlzfhNnXdVHx,pending,paid,6736
pj5KGxpGbIGI,second trial,unpaid,2428
0JZnyXABUGxY,pending,paid,7147
0L8md5MKEJAR,passed,unpaid,3109
LwDktgdoMpib,second trial,unpaid,9738
CF5Y9XKry4HX,passed,paid,1393
l62eq6oIRQRN,passed,paid,6832
ZcNN5I1wInGj,pending,paid,1235
kXCF1Xu1SzBx,passed,paid,4746
11z2jAG9G2Dg,second trial,unpaid,3291
AIMxeko3ykvv,passed,unpaid,9768
1hrJB6M3MTEg,pending,paid,8981
y3MTYnD0AULy,passed,paid,9979
YbaZsiTXyO3c,pending,paid,3888
bDh69yrLRsHB,passed,unpaid,4329
WjHdwnVKu2nU,passed,unpaid,9619
heWymkCaaDXd,second trial,unpaid,5437
mSQZgT6n1MdT,pending,paid,1635
DooK3bzDfM65,passed,unpaid,5617
5l8UVeEf2XbN,second trial,unpaid,4299
DslJ1001FzPM,second trial,unpaid,9432
qBFofZ8NmAuL,pending,paid,2118
PlWUusUGhl7q,second trial,paid,2809
8jOziB9su7bN,pending,unpaid,8309
hnNJQjkyTdDX,passed,unpaid,7332
ntFNPEg2DcOA,passed,paid,3562
jYP4bmbDGTlJ,second trial,unpaid,2299
0Wkj2WdajAVx,pending,paid,1973
idSJFnFa8RND,pending,paid,3489
EB8eQYjthTWY,passed,paid,3138
s25BFrAzNBE8,pending,paid,2359
A79Ntdjj1UxA,passed,unpaid,7069
gMfUQZYHHgI6,passed,paid,1459
8OBeNDgKjN78,pending,paid,3639
18n2csQ6LYx8,passed,unpaid,1379
IikEOlOVtWcs,second trial,paid,6724
NVwiNanBi1lW,pending,paid,4426
xsoniEVFzx32,second trial,unpaid,6140
RIDyP7XjPANu,passed,paid,4510
9i3j7YywYCk9,second trial,unpaid,8558
po1nrCraENWE,passed,unpaid,2438
rcyDHKd4NcpY,passed,paid,2163
u0x3q352KH15,second trial,paid,4595
rf48WDRDLO4v,passed,paid,4166
E9bG0h3bdxQr,passed,unpaid,2684
TCxPy97ewYmd,second trial,paid,1272
dGkykgZl5vZl,pending,paid,1200
ZCM76CNIrH8o,passed,unpaid,9045
aaGBznmAw5CD,second trial,unpaid,2281
jWxU6g5LA3I7,pending,unpaid,8518
c0CI3uGaWUkP,passed,unpaid,4412
aj8vcLUjGPM3,second trial,unpaid,9385
iMLmW5Sc0KTR,passed,paid,6646
43w6DGTOyUnt,second trial,paid,4277
zgv97K7XR8Lh,pending,unpaid,4606
rzmtVvFguiZ3,pending,paid,3155
M2eTHXdv5459,passed,paid,2703
gDysW84M3pbg,passed,unpaid,3607
W8R1ozE4qqwH,second trial,unpaid,9346
4k5NfxQNhuj6,passed,unpaid,5371
cfgqSreIKMSu,pending,unpaid,3513
2q5Z5Bp5BEys,second trial,paid,1984
yaahpGVosdUx,second trial,unpaid,1671
QMQHThqPMsqF,second trial,unpaid,6764
oQlUBAzvRrd3,pending,unpaid,1388
isKzDn95nzUT,passed,unpaid,7945
LpHdGZhHjiMW,pending,paid,4177
0H4WGbbJgLG9,pending,unpaid,7519
fmzH3IgTu3dI,passed,paid,6695
sKRkMwbOmgcW,passed,paid,4902
FsxQCYq6F8pG,second trial,unpaid,4944
8B7b8r5RfUTr,pending,paid,8178
zsXeCCDs0Ssg,passed,unpaid,8836
nMrh0Rkx70Ra,pending,unpaid,1072
PoAHJw3JHu8u,pending,paid,2916
JvDojxskdk6F,second trial,paid,4184
apBTI3ZQRQpS,passed,unpaid,4967
eZ7bcHewMQiV,passed,unpaid,9259
T2GvuOGYF78r,second trial,paid,4284
mFkyPRuDT7FV,passed,paid,5632
hbFbi6lAeo8Y,second trial,unpaid,2339
0OPHqNHMffxW,passed,paid,8350
qq5wTB70J2Z4,passed,unpaid,5656
v0uVARzTTcMO,passed,unpaid,8270
AS2PULTPJ3ts,pending,unpaid,9680
iEiW0C8OBuDv,pending,unpaid,1948
W7wuCnCbh5Ws,pending,unpaid,7254
jXUmOTVUfmCJ,passed,unpaid,5867
xVdnjcv4nZWr,second trial,unpaid,7424
6MxrKgxQdjqs,second trial,unpaid,1130
nkabeBCkqDza,second trial,paid,8248
nT5Y1uXAUXFD,pending,unpaid,9265
g0yjmmEGrYG6,passed,paid,7642
x2cjvheEEpJO,pending,paid,3941
4p4LpCG5jvU2,second trial,paid,5041
BjQJuJ1VXAhr,pending,paid,6255
Pa4yPCG3Fkkq,passed,paid,7406
kWqZNmFbzjUG,second trial,paid,2320
M6YF1ajDDWKh,pending,paid,1903
QMmOM4PlmqyD,passed,paid,6253
4i13ubZ7FRO8,second trial,paid,5338
XsyMDGy2tL5U,second trial,unpaid,3021
TKL1VgPgcgMu,passed,paid,1620
8f0oiFWIh3Ho,second trial,paid,5318
ZQIUhZOIdwMr,pending,unpaid,6196
XdqJSijAUfaW,second trial,unpaid,6026
YcGtd6fzuaHJ,pending,paid,4367
FJq4PxS2R2m9,second trial,paid,9755
yFvvGM2KIool,passed,paid,6005
AAyv5YxJqHBk,second trial,unpaid,3424
bdg3DPGqJc3b,second trial,unpaid,9053
7BxzgQ2qjxVB,second trial,unpaid,4275
4WZejAvC7Wm9,passed,paid,7543
jqtgqquU7NS7,passed,paid,2461
boEC5B7qVSaP,passed,unpaid,5601
eypKOeZG6Nv0,pending,paid,2029
3qk5AgFiohaz,second trial,paid,6718
zWJW9aQ15qs5,pending,paid,6869
6caUDAzuMUE7,pending,unpaid,7127
bo7ng0hGsXNN,passed,paid,2810
wdwz2bSnCcMn,second trial,unpaid,6006
QNNKNl0TJFsA,pending,unpaid,7526
yusQoykYRgT4,passed,unpaid,8125
QywxteUOTLqK,pending,paid,2713
nniDubwkZsva,second trial,unpaid,5007
Zxzok26IebwK,passed,paid,5517
mcXopbU2uj85,pending,paid,7262
KMJs1YEVufmR,passed,paid,5857
agKkdX2pu8aY,passed,paid,8300
zdOXcWzUIpvv,second trial,paid,4660
tF0Xj4euLJfv,second trial,paid,7876
uf8Chdybcp8n,passed,unpaid,1634
yyJKWv9z0ELm,second trial,paid,9139
6NTHt1psRCUc,pending,paid,2215
HS7EMbsUWdnf,pending,paid,7637
U5i47IlZwGyr,passed,unpaid,8969
HwpxPovTiLuM,pending,paid,1420
w5Rgwt9ZmAL7,second trial,paid,6962
xyGtGMsDYrjh,passed,unpaid,5914
LLwt5cfJFk33,pending,paid,7466
tes0nYZ3KUjW,second trial,paid,5442
tg16xCxc6F2R,pending,paid,3444
19qTVWrWBXWh,second trial,paid,9390
U39Hx92EKUs6,passed,unpaid,8711
QqFG9S7U3j4O,second trial,unpaid,5395
COhCk3YENknL,passed,paid,3488
JYyoGwkfMq6d,passed,unpaid,5795
wLTCK6itTBTc,pending,paid,8952
gp2B40IKNCIo,passed,unpaid,4455
nWSdm3v18SCF,second trial,unpaid,3183
jicXXvPG5Ogx,second trial,paid,4526
Mqev1Ecxtv2O,passed,unpaid,1397
DwsrH0xUB5z7,passed,paid,7812
f6edRgZ45BIz,pending,unpaid,7153
FYSq1CKTidXO,pending,paid,6243
SvO07QXO9AT3,second trial,unpaid,6761
BD7rRWHfPfis,passed,paid,3064
kJ6Cd5b8m8mN,second trial,unpaid,9228
QOBPMhCgHdXx,second trial,paid,2661
JelaFqejM9Fk,pending,paid,6035
NGDUeHhLjeQb,pending,paid,3936
SsGI9VCVIcaY,passed,paid,5887
LN5xOTvIbUUi,pending,unpaid,5817
e8ByPBXq2ejl,second trial,unpaid,6595
BChHWChXQ1Qn,pending,unpaid,4814
4pJh7VYXg9bP,second trial,unpaid,7422
Gc2ykE7jZ4Uk,passed,unpaid,4640
3JSOBm3fNKF5,second trial,paid,9549
yHiW18iPTDwf,passed,paid,2963
MpqYYfZ3bLgD,pending,unpaid,5282
SzAjBCdEAv3B,passed,unpaid,5273
hxAz9z7KjE3K,pending,unpaid,1907
7zTAFKeGe66w,pending,unpaid,5732
U7PwzEt9Pnsx,second trial,unpaid,9028
n4zqozAZtrja,second trial,paid,4521
9ls5B81LFibO,second trial,unpaid,2503
iUBjCS8wrKWe,pending,unpaid,4499
9EpNIuwXyqxd,second trial,unpaid,8217
kJbdzt9UpgTf,pending,paid,2109
vQMo5AYnthVD,pending,unpaid,6412
nRIaYJM2PFnr,passed,unpaid,5753
htqFbsutfjqa,second trial,paid,8275
9FAkYYpcK5hU,second trial,paid,6368
33PQ0fPqabCt,passed,unpaid,4640
oMlmU4YRRiyM,second trial,unpaid,8427
EHJGNmexJdsx,second trial,unpaid,6397
NkbJjWuSJXhA,pending,unpaid,9331
cR1rzf8cPLVa,passed,paid,6214
MkO7ItWDsq1j,pending,paid,4052
EXDGw60NcyIK,pending,paid,2131
3xOMEk9onMEw,pending,unpaid,6835
d78zalotnPCH,passed,unpaid,3168
NcY6stARYIy8,pending,paid,4042
J2mVDfqJlCUi,pending,paid,3527
AREmDz0U0fTB,passed,unpaid,1357
kKGpvR2OOhek,pending,unpaid,4428
7xDRcD1KpQZ6,passed,unpaid,3760
loi2G7eLEJ0d,passed,paid,2189
iig8VF5el6Ej,pending,paid,8152
eqYGPhGm9tup,pending,unpaid,4769
w21tDwKU4655,second trial,paid,6081
oVYOwe4GQqCI,passed,paid,7226
wPdwd6d7yp4t,passed,paid,1228
3b1NwDByPksV,second trial,paid,3898
EWsNyOLQWvuT,passed,unpaid,3180
Hwiw3GR65Vif,second trial,paid,5713
aNOoxVO5XmCy,second trial,unpaid,7881
c3wGXMIJVxrt,second trial,paid,4565
6ce589EaFsJH,passed,paid,3815
Ejq7Gc7d3yU9,second trial,paid,9875
K8PuMVBtRMfL,passed,unpaid,1026
PJoiemi4wxQh,passed,unpaid,4670
9pxMy09TeECJ,pending,unpaid,1054
dG8ZxkNbTUu7,passed,unpaid,5977
bwYxoNQ0GtbG,passed,unpaid,9640
j8oYZAVga0ht,passed,paid,4836
Mm1CUYFYXmSY,pending,paid,2967
Q1HZ3wNDrrC1,passed,paid,8259
qNJyJeWZDIxV,passed,unpaid,8591
6tlRHiTtcl4p,pending,unpaid,5882
sJOHitWCvtwY,pending,unpaid,3237
nLDEycEmWZ5J,passed,paid,8402
y2X8Ql8gNTn3,second trial,paid,9956
vH1IFpMg7OPq,second trial,paid,1192
KfAAa5gRPCCk,second trial,unpaid,7312
r6hJV5W092lz,second trial,paid,2149
k6JpwmPpvxod,pending,unpaid,6616
nOshQ7J4PKsE,pending,paid,2240
3SDrW7kdHDo7,pending,paid,4783
s9NOlaHzduwY,pending,unpaid,7489
6OgqwGz3IaiC,pending,unpaid,9917
i3l80kqW5rH6,pending,unpaid,2143
rLfAGxrrkIpS,pending,unpaid,6548
Dm51IThJpyLs,pending,paid,2647
9kYhwA4M5gBB,second trial,paid,5398
9qIIksmZ3e8H,pending,paid,2167
lmXQKRrFEZqO,passed,unpaid,9701
TDAcOH7aQ88t,passed,paid,5045
mLNruIu0SDcW,second trial,unpaid,6855
Hdgurmrx1Hh2,passed,paid,1555
XQqTUDt3mmG6,pending,paid,1301
rH9c6mLt0TmN,passed,paid,4051
EeEWiRsdl7BP,second trial,unpaid,8637
u7BOgCeYgygW,second trial,unpaid,8423
bGI9jSdovCqh,pending,unpaid,8008
xcuKUwtQsc2B,passed,unpaid,9683
fOFGvbZbSyHo,pending,unpaid,7855
1k1LYYJAoSWx,second trial,paid,8708
LKkfTS7uEmyh,second trial,unpaid,9555
7ZZEqsaBg8kF,pending,paid,6447
VwqTEB6L6FxK,pending,paid,6177
POhdv8SKDdLX,pending,paid,5136
orGCuKcTH14a,passed,unpaid,9209
b5b8mc3T4cKz,second trial,unpaid,2354
QEMAn7eJGzyY,second trial,unpaid,5662
hlhZNKXfR3TG,pending,paid,4669
fWo7dinIGw2n,second trial,paid,6565
OTAqwzbA15q5,pending,unpaid,2305
qETnhvVyMbue,pending,paid,8324
H2cN0MZNEq2Z,pending,paid,9563
grqkAVaxpAHf,passed,unpaid,6677
ObM3f1FCvwua,second trial,unpaid,1713
dUOU6Pur7LsB,pending,paid,6475
h7uPvUwMaw4u,pending,paid,7418
FnqXTxuz17qe,pending,unpaid,1521
1YzNrOE5PqLC,passed,paid,2526
cjs2P4js5KBo,pending,paid,1869
f8SFgfh656UI,passed,paid,3079
lhOF1UzPrGq0,passed,unpaid,1859
VfdaqUVwTvgJ,pending,paid,7903
9UMN4A1yQdbn,pending,paid,9692
EyvyAt8gW1Mw,pending,unpaid,1159
KtUwd3svJVtG,pending,unpaid,2438
Wy98RFDMqoNc,pending,unpaid,1304
WuGNdBU90DHf,second trial,paid,7025
VxU7lnKYntMt,pending,paid,8293
7mlfQToZXZuK,second trial,unpaid,4567
EJDguUfBy8sG,passed,unpaid,8085
1RPZruW7Nzdl,pending,unpaid,8634
