id,course_title,course_credit
3TuqU55gaQnb,Urban Sociology,1
tOPHbu6620Iz,History of Ancient Greece,4
NA31gVCEjeX4,Cloud Computing,2
RcQc4dFxNjhj,Tourism Management,3
BhQ6cHhC7q4n,Development Economics,4
19iy1jkaXZ0I,Online Journalism,2
vdDKaHeVVyde,Heritage Management,2
gk01XlB1paYi,Ethics in International Relations,3
085ugDcAUw9J,Political Campaigns,4
7mV5VUCCE3cI,Web Design and User Experience,2
NAuojyowraUK,Corporate Entrepreneurship,1
Cvcx6ENSHVNd,Global Marketing,2
KugileEnJDxg,Media Marketing,1
YGKdixIkwjUO,Corporate Communication,4
291T7je7fy92,Marketing Management,2
ttIPOmQZo6eT,Philosophy of Science,4
4Bzq7uJjbvMl,Transportation Planning,1
GbVnkWfNp4Sr,Digital Journalism,2
8xrwmLPO4ZjK,Multicultural Education,4
DgUyoLSkeJqk,Digital Marketing Strategies,4
FjyayM6tbNdg,Judicial Politics,4
MRJTg1Qfz3P4,Political Institutions and Democracy,2
H9iGH4tCz5tG,Existentialism,1
RsjaVIh4BnGH,Software Engineering,1
BBbX8CWbsVZ1,Strategic Management,3
rYfkjNheWsf4,Urban Politics and Governance,2
S3u0Oa1850iQ,Human Rights Advocacy,3
QrwiqN8uFALv,Energy Systems and Sustainability,3
smp6CQgy94bA,Organizational Behavior,1
73x7qFpoo44w,International Political Economy,4
GxWTMfyZroGN,Counseling Psychology,3
R8Sg5vRWxKff,Political Economy,2
SyIhhE8GBF0y,Pharmaceutical Sciences,2
4STZ1gT25kU8,Healthcare Quality Management,1
mmUEwcrXtuvD,Brand Management,4
kLGw2oLwZJIf,Photojournalism,3
c3dN8yqaTNmT,Big Data Analytics,4
evyq76Oj5vS9,Gender and Law,2
edzZAbPGxkth,Educational Technology,2
rqw78kOb4WFc,Neuropsychology,1
akNb3wCIRLgS,Geospatial Technology and GIS,2
bK7Dywj17Nos,Politics of Development,1
xtUjJIXUyUgd,Network Security,1
7YK1fJ2EXfqh,Biostatistics,1
KRc69yIOaKR0,Geography of Health,1
hTuRhl7suLnm,Educational Equity,4
UOYM1mHYJq5X,Political Journalism,2
luwz01adhmLE,Communication Research Methods,4
7kgn74MjMf39,Sociology of Religion,1
oCf85p6pSxlN,Supply Chain Management,2
9Dg3dDtAXI2z,Web Analytics,4
2LnPjifVXuNC,School Counseling,2
u17n4w2lOE9P,Metaphysics,4
FfpdDkAQcD2T,International Business Management,2
AifdHeg0n8yy,Adventure Tourism,1
vR09GP94gyYh,Business Intelligence and Analytics,2
BUpVoDi39UyH,Nutrition and Health,1
YRjjXG1WAFln,Advanced Econometrics,2
rNL9ha7komyV,International Political Economy,1
Uw6F5EqAtjWY,Oral History,2
EEVDtXenlLLB,Existentialism,1
5pmwALkn0zfT,Sustainability in Business,4
MwVLbLPAhE3y,Learning Theories,2
v3LLtiME8015,Political History,1
7TWINeDrBi1q,Philosophy of Social Science,4
eaUnx8dhAvLM,Oral History,4
e4m3917DmWFz,Quantum Computing,3
725WH0op9eDb,International Human Rights Law,3
88qj5OSITUi3,Photojournalism,1
2xzmt8T8ESs2,Pharmaceutical Management,3
8DAmv7UVcKJQ,Special Education,1
xiA6VcBSbeHK,Psychology of Group Dynamics,2
RkGwmWUIDzSm,Digital Communication,2
1m96VXe5zoLZ,International Relations Theory,2
NWnlKafKj3yX,International Organizations,2
DgKqWoB8QRgB,Workplace Diversity,2
twkZ7hqFMgV9,Photojournalism,1
RpakowEpopHX,Behavioral Neuroscience,2
9Sen4ti9dQ1F,Psychological Testing and Measurement,2
0Qxi364XXDs1,Public Relations,3
VyXr0IzUE2YT,International Relations Theory,3
dWguSHB7FaSZ,International Trade,4
PiErK96J1p7n,Journalism Ethics,1
CzUoSZ37scYB,IT Project Management,1
kYvTciEJWur8,Learning Theories,1
igMx5bUYAREO,History Education,4
8txEfBst5Skl,Political Economy,4
EeQhj1XBCiC7,Urban and Regional Planning,4
ieApQqGhyS5G,Ancient Civilizations,4
4NufqiNOmIqo,Political Communication,4
cLOXmaDY5BTU,Advanced Sociological Theory,2
gNOdYUqg65Cw,Education Policy and Politics,3
vEelTlYiagH6,Business Ethics and Corporate Governance,1
IufR61sfxDWZ,iOS Development,1
0YQkm56Wlx7O,Literacy Education,4
oYn1PBYkXIjv,Medical Sociology,3
jyB2aeBueKqX,Communication Research Methods,4
RS49JzitjEOO,Healthcare Quality Management,3
1f5lOW8LLwBg,Public History,3
vRhzqMdKEz5M,Social Studies Education,1
4CYU7dVZu4Gf,Computational Neuroscience,1
kVGv0htQLELt,Blockchain Technology,1
ihsoBgSQ495a,Marketing Management,1
UdQkH5AC6QAr,History of the United Kingdom,4
6v1wvZXKZdnr,Sociology of Race and Ethnicity,3
Vn2rl3q0d6My,Public Relations,3
XIQZGG7NAyid,Behavioral Neuroscience,3
2rMU2hbktYoq,Retail Marketing,1
6yUWqJ7AGcgb,Media Law,1
zLgsGLhHsevV,Pharmaceutical Sciences,3
ypTUxzX3NsRU,Business Intelligence,2
mK9UzVbKmdPS,Public Health Policy,1
gc7k7UDJVDDK,Urban Design and Architecture,2
EpMHFkFto4MT,Agricultural Economics,2
Pk4OQ59TRXry,Deep Learning,2
RkiGuexrzK1c,History of Modern Europe,4
SSWkYGPsB01X,Workplace Diversity,3
w7L12LHal8FA,Cyberbullying and School Safety,1
gzBhZpGlelxT,Financial Statement Analysis,2
2ARduESJYl4t,Ethics in Psychology,3
gfEPr2VQIlNn,Financial Markets and Institutions,4
ffZw4EyIoyOb,History of Imperialism,3
OTvyQILmYhu9,Organizational Behavior,3
Mmfw52YGEWBL,Augmented Reality,1
xfY4R9cI9Raz,Educational Leadership,2
Drv9Ra3LpKea,Modern History,4
vLPMiatNSYn9,Politics of Race and Ethnicity,3
BwFcKN3vRgBo,History of the United Kingdom,2
UIfnLBpmDReN,Public Health Administration,3
Lp1jIIQvfz9a,Quantum Computing,3
D0hEAshJzILQ,Cultural Psychology,1
t5pyqI3V91eC,Technology Management,4
hFLJhNluYyJV,Retail Marketing,4
viSJVvDEx8FD,Philosophy of Action,4
4a9fQ3ON8ABT,Operating Systems,1
OjDUQGQwubVd,Behavioral Economics,3
Rlreo6aIzg7I,Professional Development for Educators,3
rw7EwVl5v1ex,Public Relations,1
6jCQF46YdTqV,History of Modern Europe,1
D50Xkq3Hvt6F,Experimental Psychology,4
ZIYeEO8q3wDA,Diplomacy and Foreign Policy,2
iJJUlzHxEx8v,Educational Research Methods,2
M23aD2ncs7Cw,Neuropsychology,3
nbLxNjfmhdvz,Financial Markets and Institutions,4
OCxr9H0H89CN,Political Institutions,1
Ehl0FBBelPe4,Hospitality Management,1
Y1gQyo6xckzb,Ethics in Public Administration,1
bFsndLilCAyj,Cost Accounting,4
34mE4jsvWJBO,The Politics of Race and Ethnicity,4
iiU3ZKt0VB4i,Educational Equity,3
TYFgvLGcaGME,Robotics,4
joQoTGihxkws,Cloud Computing,3
8xdbRV7ehIbM,Global Education,3
pRjj8tfukSiN,Broadcast Journalism,1
Wed6sr9Sx4cZ,Public Relations and Media Relations,4
NMdpiBaN1qWe,Artificial Neural Networks,3
fipM7DbiLRtM,Healthcare Finance and Policy,1
4byzIgR2HO5p,Behavioral Economics,3
aJoAK5XXnnjA,Software Engineering,1
9ffu2mrF8tOw,Data Visualization,2
uDByK9VaMoRS,Higher Education Administration,2
CjFeUuuTik2M,Psychology of Emotion,4
JYRR63SsUTCc,Organizational Behavior,3
XYg5ERkYeVkX,Managerial Accounting and Decision Making,1
lHH5ZUXx5Qp6,Forensic Psychology,1
qSvq8hKzeM3R,Adult Learning Theory,1
O9pYWCTfSdDk,Business Ethics and Corporate Governance,1
OjyEawSlqbES,Environmental Economics,1
3lU8pE1hfBiD,Managerial Decision Making,2
V8zSzDUkKmxz,News Writing and Reporting,3
OkBjhIIhqsqj,Service Operations Management,4
EzU2UknP0bTo,Introduction to Sociology,4
HfJTmkyFu9Ls,Corporate Social Responsibility,3
8thvwt8HI3hG,Operations Management,3
fO1nbSuuRCAx,Global Media Systems,4
Z9J6neG6m6h5,Behavioral Economics,4
K2QHHJ2aPhpR,Tourism and Local Communities,2
Bxi5EYGrlYaF,Human Geography,1
q6UZa41pW6dg,Augmented Reality,4
D2nwG0jhl7Ao,Disaster and Emergency Management,1
NuvkRr1P9LLA,Healthcare Informatics,1
0HtUOIpe0blP,History of Social Movements,1
CMD218zM6gId,Environmental Psychology,2
q72L2mwKDdhA,History of Modern Europe,1
Tx8wBcOvqcJ2,Conflict Resolution,4
2N0It546zC40,Introduction to Sociology,3
K4JJXlUfcld7,The United Nations and Global Diplomacy,3
huEOV4w8jShg,Corporate Valuation,3
ywEyr1b7nj85,Public Health Policy,1
ylS6DA4FkDJv,Adult Learning Theory,2
GQj4O1wWgqfu,Managerial Decision Making,2
TxNKDiMH2qcu,History of Colonialism,3
ZNVs1yP87Vip,International Relations Theory,3
B8MM3AVThZoa,Computer Simulation and Modeling,1
Gnzue4sASJY1,Business Strategy,1
c4J4qL6JnfgO,Computer Networks,4
RgaT1saf3ynI,Experimental Psychology,2
ySTtXD6DpS45,Global Marketing,2
gnsa4dgUEijp,Introduction to Computer Science,2
BAlc3mHY9YVf,International Economic Relations,2
VbQ8hiHQlKS5,Digital Marketing Strategies,4
Y3lXEUMVAX1w,Classroom Management,3
9MniEK9V1UpW,Urban Design and Architecture,4
kLKS9tRGOP5m,Financial Statement Analysis,1
BD5txJkURNeQ,Ethics in Psychology,3
lVyY3w5gBSAy,Logic and Critical Thinking,4
MwNzip7J2xr0,Geography of Health,2
Zwnuo3RCA2JS,Public Relations and Media Relations,2
2t6QKGM7k4Ae,Assessment and Evaluation in Education,1
OQcVXE6sl09w,Psychology of Personality,1
FVI1TCZ3yfLR,Healthcare Quality Management,1
poX0Q678CQzv,International Marketing,3
gjEp42CAqPRa,International Organizations,1
ZGKqBbcycWdO,Developmental Psychology,2
uYSZDk8LJpMD,History of the United Kingdom,1
I95SdpEGKgeO,Deep Learning,2
nwf71kfiBnzs,Healthcare Informatics,1
gWgW09bn9OTU,History of the United Kingdom,4
blN8kCjbR3Vf,Financial Markets and Institutions,1
Nn9FBX91upek,Leadership and Team Development,4
Nho1phR0igPH,Philosophy of Action,4
xOqFJN4824pD,Transportation Systems and Mobility,3
VeYVtd4qD1ej,Healthcare Informatics,4
w4D4fn52fcLZ,Forensic Psychology,3
4kL82APeeGZ2,Mass Communication Theory,4
hzltIHPRG4ie,Social Justice and Political Theory,3
8EFr1D222XSa,Inclusive Education,1
90K9B4bPOG6X,Financial Planning,1
MoAsQHTtFE31,Principles of Marketing,1
kH0lGhHq5GSk,Assessment for Learning,1
h55Syqqpwko1,Web Development,1
1ibUyxfiRyXu,History of the American Revolution,2
qsv9qKb5hmZ5,Philosophy of Technology,2
uKKiUaSw22Rv,Epidemiology,4
dxZCOvITGGno,Planning Law and Ethics,3
tT1nOGOLPuKJ,Planning for Climate Change,4
0Bd4MOjo93fC,History of Imperialism,1
RGscoTLMpkHN,Macroeconomics,3
luexAI09jFbY,Middle Eastern Politics,3
rxdRACYZtqtU,Law and Society,2
Wq5BEFFrhcu7,Global Media Systems,3
JYLbYb6eXVM0,Transportation Planning,1
8OicuZNYan7h,Global Security,3
xLYmUrTOdMmn,Philosophy of History,4
9S5XkhQUkGrr,Educational Technology,1
4xIVqJtF1pn1,Big Data Analytics,3
obhKC70ViI4n,Political Campaign Strategies,4
NTrlbmeCNAL2,Deviance and Social Control,3
229rcr8G06jJ,Business Statistics,2
GvyfgNabb1H2,History of International Relations,4
D317jWHwjCrB,Internet of Things (IoT),4
H4s0ZXaNSbRP,Democracy and Governance,4
6D6oEylem7Gw,Philosophy and Feminism,2
suKFPyOYMXJM,Tourism Marketing and Promotion,4
l0Weh6uT2ngw,Digital Marketing Strategies,1
yxMUlERXbZSQ,Philosophy of Language,1
uiq19P58EXps,Health Psychology,1
7tEHvJIQPfAw,Enterprise Risk Management,2
YbW736zSiyq7,Advanced Databases,1
LzNG2Dh2NhKd,History of the Middle Ages,1
Oo6ZeEacl4up,Politics of Race and Ethnicity,4
RclCjkl9IrU1,Psychology of Aging,1
iarIXUVtJ9e6,Music Education,2
aHBWNpYdZ3Ks,Comparative Education,1
pIAvpfjXf6ck,Renaissance and Reformation,2
ggJPZX09h9iv,Cryptography,1
wrgjUe304QhE,Ethics in Psychology,2
piNb44tcTiKO,Public Health and Urban Planning,2
yR81smmOBFhR,Environmental Health,1
wHCkFUUFhAQM,Public Relations and Media Relations,2
z8lKjIwduGOK,Economic Development and Globalization,2
INaFtvHzHtB5,Medical Sociology,3
wQfW52PNmsxe,Educational Psychology,2
O3FVyMQuiWYT,Globalization and Social Change,1
ax9WnaSrZyBP,Media Marketing,3
G67eG8psGC3V,Bioethics,2
snPMlPZxu0ZG,Organizational Behavior,2
tP5tpsrJLTwP,Brand Management,4
lcZkohGf4MFX,Higher Education Administration,3
Rhdd8R25ufX6,History of the United States,3
ueZY4Qyv7KrR,Business Negotiation,2
JMmoszhFWG0c,Sociology of Mental Health,4
tqixKLfZrxRz,Philosophy of History,4
LPAIix1yDQ3T,Sociology of Crime and Justice,3
ZomPUZ96E4oz,Global Urbanism,4
qXlxfKHBCU0i,Psychology of Personality,3
MD9Hm9JeB4XE,Torts and Personal Injury Law,1
9poZhSw9ddWw,Cybersecurity,1
096cBkNYNmZN,Sociology of Health and Illness,2
dlEDy2Ot1MQh,Literacy Education,4
mYfbxl3rJHod,Quality Management,2
UIIKl92uddUh,Global Media Systems,3
KOk6gLI1QcJm,Enterprise Risk Management,3
B8kbWbS1Nlxu,Marketing Communications,4
s8XKF9bZIFL7,Philosophy of Law,2
IKEeRQ8Y1Fq9,Sociological Theory,1
ATSMfh4RqaYk,Sustainability and Marketing,2
iOyB9WhWVCLf,Constitutional Law,3
EFTYLME0sGNq,Public Health Leadership,1
novSBDa08RgE,History of Women in America,3
QHp2Ukol4ZXW,Disaster Management and Urban Resilience,2
ZbYkPUFzXPKB,Microeconomics,1
LLZw6DhmHM2X,Business Intelligence,1
6JZo3NdLrf7l,Latin American Politics,1
aWNdxogb7yEr,Social Psychology,1
pqF3UFmTJGl4,Marketing Research,4
Q3wmTmgg6xoe,Assessment and Evaluation in Education,3
1FTnptIQw2Sf,Principles of Marketing,1
9zsrEIXSKq1Q,Consumer Behavior,4
W3G3MuoD4kMk,Investment Analysis,4
3L3bv6WgIINv,Cold War History,3
VUGB4YizDHo2,History of Women in America,3
LkHpdu3XYoyP,Medical Sociology,4
eNWAFWKaxpAt,Philosophy of Consciousness,3
1pBifhyaNxJE,Early Modern History,4
EMwc3x5I8xNe,International Business Management,4
FWLU9jmzcGHn,Data Visualization,2
W3XisoBlZy5E,Public Administration,4
uj93hFYnU2pg,Business Intelligence and Analytics,1
B7EKPAdqDVvH,Blockchain Development,2
Prv6CkDZgd7x,Urban Environmental Management,4
gFX7ZLGYoS86,Public Relations,3
xlX4yswErrTL,Philosophy and Feminism,2
hB3Ddpvl8t1e,Mathematics Education,3
SWKR5FnINiMf,Biostatistics,1
X6OjrXdsUGD6,Philosophy of Education,3
1JbOjTxOpOQA,E-commerce and Digital Business,2
Z3uUpkby7UtM,Family Business Management,4
6aeBQPD8Kw5V,Behavioral Finance,1
ZEzi3jw5BrD4,Economic Development and Urban Growth,3
smvE82q2XYiM,Cultural Psychology,3
gOMwwg42iDED,International Economic Relations,4
Pu03X5kvwvLL,Global Media Systems,4
LaCQ8iW0Oe85,Family Law,4
jL4pCu8lY539,Law and Society,2
Q03f0qovmyVs,Professional Development for Educators,3
GcBa8RPzwpSv,Behavioral Economics,2
0KTnXLk3hfZc,Leadership in Organizations,4
b3nNo2mZlp6X,Media Production,4
g1hI1GngR7CO,Sociology of Aging,1
Pg333Btf1iN7,Service Operations Management,2
QKbHsOiFXqOl,Criminology and Social Justice,4
yBWF9HDRqOmp,Consumer Psychology,3
28DZvCmLXtnR,Healthcare Administration,1
WVOKLfYdVYuM,International Public Health,2
oFZp4TXoXAmI,Geospatial Analysis and GIS,3
RY1P0nFjO1kM,Comparative Political Systems,2
xpAEp4JXniuU,History of Medicine,1
mjsmdVK9k29I,Microeconomics,1
6evRS2kJeXL3,Service Operations Management,3
Vp8puuKjHHuQ,European History,3
YrwfHgadSbgO,Enterprise Risk Management,3
JEfYzaZOA8n0,Sociology of Religion,4
R92EXV0p3wjJ,Advertising and Promotion,2
p54eCVZ4L55e,History of Medicine,4
ZHDb02y3mluT,History of Women in America,4
wAnquYMeYGrZ,Computer Architecture,3
FBcvYn2yP0ch,Quality Management,1
aF0vB3fGTzjV,Cultural Geography,4
vFmAQCdPV4md,Human Rights and Social Justice,1
nwrOdG88KLBD,Business Negotiation,2
QD0yutlhwITW,Historiography,2
YQq6LOZ23pVA,Media and Society,1
t0tI0Ue6b67I,Geospatial Analysis and GIS,3
MkWrTq0QHfwT,Enterprise Risk Management,4
CuXVfwXi3hJI,International Trade,4
eGDH0N7OllYd,Language and Literacy Development,2
uz4CmjV0NTD0,Digital Journalism,4
jHeGk48FBgk4,Psychology of Learning,4
eAPe1qSLisuN,Business Strategy,4
iw7hLZhB3PIg,Strategic Marketing,2
QzacWWjnjpzu,Criminology and Social Justice,3
lGYBE1vm1rq2,Social Media and Communication,1
hD8AtplCJXUl,Labour Law,2
G5u2EwiMYape,Development Economics,2
kAl7rXtadpok,Health Equity and Social Justice,2
Nq6lPPbs6p9j,Business Statistics,4
2Rvb7rAO4f0q,Social Media Marketing,4
q3FsddER5tUP,Business Communication,2
NORdLpVix6o0,Marketing Research,3
VKnt1hpgHxgL,Healthcare Finance and Policy,4
cJRevKV9IafH,Social Stratification,2
wQSwLr61bySH,Data Visualization,4
d3p5zmBQhydN,Advanced Sociological Theory,2
saBEibVjwSJ2,Planning for Climate Change,1
PRD26uk8Ws4o,Social Geography,1
jE0o77vWPb3V,Marketing Communications,3
9FuPnt28Y8BL,Education Policy and Politics,4
L7xkaT116Ffc,Environmental Planning,1
YPQqs5tmzvRg,Heritage Management,1
LRLt901yz3cL,Housing Policy and Development,2
rLyKKyHuspxW,Law of Evidence,2
4iQ0skSLp9i9,Introduction to Education,4
xWiXfIXoovXv,History of Warfare,3
q08DOFxRBZV9,History of Modern Europe,1
bj89sFW3NMuU,Supply Chain Analytics,1
mnWVYdD652UM,Journalism Law,4
iKLiLyDmeG3P,Oral History,3
SPPpXmtQfW0G,Inclusive Education,1
ItCgBtJeoOZt,Political Movements,1
48KBj027ero2,International Trade,2
IXEf2SKelOPt,Financial Accounting and Reporting,2
e2lnG9fyOCQF,Art Education,3
1B18EvShZLVn,Banking and Financial Services,4
ys6kodk1hnsQ,Big Data Analytics,1
gaYRjymWOeOD,Sustainable Tourism,2
I6RCLT3kwYor,History of International Relations,1
ys8Ly2N7ljOq,Strategic Management,1
JJVXUlcoLnhy,Forensic Accounting,1
9T56d9SZn6bv,Psychology of Learning,3
qtu35zlqRCfL,European Politics,1
ATfVnjPcLwEj,Human Rights,1
1dBIoFxX1LVI,Political Economy of Development,3
3qnHwHIj5PDR,History of Science and Technology,4
YedlFs8VsBQi,Digital Media and Tourism,2
jbLYqxskkwoL,Political Campaign Strategies,2
ISzVlRsj7v9V,Political Campaign Strategies,3
K53PDUyhYYYX,Sociology of Families,1
JyEcBwTuKDkr,Comparative Education,2
SpMF6r0joP0p,Strategic Marketing,1
iko6zSBdeAYT,Philosophy of Mind,4
zaqaOJ7Wwoq4,Psychology of Decision Making,1
JiNgC8BIVL76,Sustainable Cities,1
ZoG24clANcLW,Natural Language Processing,2
6j3bfAHkICMG,Mobile Security,3
xmElvPvDbZ2J,Psychology of Learning,4
1S24aBgnqDDv,Cold War History,3
JvtvXL1gXBSb,Media Marketing,1
bd3GS7Ga11Jd,Sociology of Health and Illness,4
m9DK87sRo5tn,Business Intelligence,4
DKI6TqGmpKTy,History of Political Thought,3
l4WfVi172PHJ,Object-Oriented Programming,1
H5oamVN7sz0h,Social Movements,1
M3NCXecIhAYP,Political Science,1
aWFtFSjEYPib,Human Factors Psychology,1
uS31E1juVwRr,Strategic Management,3
d9W99yQEhMum,Leadership in Organizations,3
qHANmYQHhRID,Neuropsychology,3
esyxTc7F1zeV,Consumer Behavior and Insights,1
kMGh7LPicS4p,Project Management,3
YD8UfICEQWvC,Global Health,3
LMpnWFSYxeLa,Cultural Psychology,1
PZCRhr6jtLcX,History of Medicine,2
wXiZjIT6lHve,Professional Development for Educators,3
PmWynsYPxiSV,Macroeconomic Policy,3
p9uuf1HpbwuG,Human Resource Development,4
rzm6TVFRbfMS,Global Disease Control,3
BQhlqMevM1EU,School Psychology,1
4sy0JKuefbDq,Public Law,2
UDXabnqSWoJm,Social Geography,3
L95VfmX2ETwz,Political Sociology,2
5Qa8mkkcP2ZM,Tourism Marketing and Promotion,3
wQ7D8Mowu0de,Global Education,4
SSvwLr6ZC14a,Tourism Impact Assessment,2
fZrIvZS8LwQ4,Instructional Leadership,1
Mw3UDwt8Rn82,Market Research,2
W5YFEbsqzrNU,Cognitive Psychology,4
07oUKEA8HkcM,Adventure Tourism,4
gA0mrE3ElLUO,Human Geography,1
wOFS6dS92kiX,Health Systems and Policy,2
NrEaOmrEFzVO,Cost Accounting,4
5KEmRTvUsVO7,Latin American Politics,1
hywOMQHGxDBd,Introduction to Philosophy,3
hnPyrif7AdR9,Sociology of Education,2
hho6KNLtW4BK,Cloud Computing,1
zbXNfiFjmlWB,Digital Communication,4
7migCiuWLSRL,Development Economics,2
waZnC22CZnL7,Politics of Race and Ethnicity,4
XhzBJsCatuYR,Human Capital Management,3
AOdu7kVE7Wui,Global Urbanism,3
LLN2iXuKbrJa,History of Science and Technology,1
8zeVtWyPxrPh,Civic Engagement and Democracy,1
4spYlMkoZO4s,Psychology of Emotion,3
s0xTgAlha0es,World History,3
C2MsmoFcB5so,International Relations,1
b6xyVkFkYRfq,Psychology of Aging,2
d7DdZ9nmk4yc,Natural Language Processing,4
IsJtCnehZraS,Physical Education,3
oIo8AJV1L34x,Psychology of Decision Making,1
ngUkfFhrp0g1,Software Testing and Quality Assurance,2
LmNkw8ypWZvz,Environmental Policy,4
jZM3XT293J7S,Aesthetics,3
1WkaTKGoouwV,Metaphysics,3
rQUWZok6Uopg,Artificial Intelligence in Business,4
XuZ3ba5YyePk,Constitutional Law,1
n46J7tkxsunj,Tourism Impact Assessment,4
pQQHi0X6j3tw,International Political Economy,2
OqL2yVfp4NpK,Financial Markets and Institutions,1
TtHXy2PLHKOI,Cloud Security,3
xnQ0B7BHY4QE,Ethical Theory,1
EflPgfLUPRWL,iOS Development,3
R4XOk0UMI44L,Comparative Politics,2
POCewkKsoHMW,Digital Image Processing,4
usXz4Y91Mlo8,Leadership in Organizations,2
3Wj65pfpRvS4,Environmental and Social Justice,4
GL4JYFyx92VY,Psychology of Aging,3
b0dxvnbf5zhc,Leadership and Team Development,2
9FiTDT6HqMX9,Public Finance and Budgeting,1
hdhupSoKKIJp,Business Statistics,2
XQj5nFDyDhlD,Business Taxation,4
RoxjMPPbiCOs,International Political Economy,3
WBm8W5AxBdq1,Financial Risk Management,2
AlyXAh0d5QJP,Advanced Human Resource Management,1
b7OERz7biz64,Psychology of Gender,4
Vvg5SndnFPax,Corporate Law,3
2fnGg4NeFxLP,Constitutional Law,1
MwGISzs5vBxe,Urban Sustainability,2
XSR2mHOdJaid,Cognitive Psychology,1
ym3UA6QNgJ18,Computer Simulation and Modeling,3
K5w8CXvrH0z0,Social Research Methods,4
577M4GeyqhBm,Human Geography,2
Z75IhPH4TNNQ,Developmental Psychology,1
cVdCVM97bmUt,Business Ethics,4
M4rOA4KKQd00,Advanced Machine Learning,1
uqNLUfBYraHn,Experimental Psychology,1
wSCvAwtDf8zM,Introduction to Education,3
r7LuxGJwNEd9,Introduction to Sociology,2
9od0hnHxoVlG,Teacher Leadership,2
YRCzYXVa4XCt,Pharmacy Practice,1
GfYPwXaU7B6T,Business Analysis,2
cDBEQJEemmln,Philosophy and Feminism,1
RJFtYXp9PXdV,Media Marketing,4
hoBzcOS3b6Jd,International Business,4
mwhPAOGCVI86,Health Equity and Social Justice,1
CMeRcJAQOlfb,Cold War History,2
dsN1o705W8Ng,Political History,1
crAI8bsN9iXY,Computer Vision,2
2fX54BahumQZ,Comparative Education,1
RyKLLHEryeT5,Computer Graphics,4
YMxgotJRkBMq,Business Law,2
B9ULa3qXZokE,Social Inequality,1
16qUjLHNCqzN,Psychology of Decision Making,2
nWEsdKuL90Dx,Public History,4
kcrM9T2gar47,Public Administration,4
tziiJtqZqjiJ,Brand Management,1
qvoDSOjl0N8U,Disaster Management and Urban Resilience,1
JXlxbiqUswvX,Deep Learning,2
RORUEeysvF1E,Cloud Security,2
6rMWeEifl3Vi,Web Development,3
OaQHrWafi8pT,Human Rights,4
jU1DBwKCLyW8,Digital Forensics,1
xQoBIM529bDI,Computer Security Risk Management,4
co85E6jMWap9,Labor Economics,1
yCNybGvmfsGr,Conflict Resolution,4
F7Bf24o1uHpP,History of Science and Technology,4
6VXREGEFx31W,Software Testing and Quality Assurance,4
ZoUVzDEKH1S8,Digital Marketing Strategies,4
C72O9k0MC1LF,Advanced Databases,2
UYeUEXQfSp2R,Educational Psychology,4
J9aA4RkteaDr,Accounting Information Systems,3
hzPG5n2cstCu,European Politics,4
ECcgyYXftL3M,Philosophy of Technology,3
FVx9tIm8efkA,Existentialism,4
0LRxC6IFahAs,Investment Banking,4
lgUc2u2PBA0p,Digital Media and Tourism,3
9vfGIfzv037K,Supply Chain Analytics,2
k5QAnfrBsk6J,Housing Policy and Development,4
lJsTxjqhQChQ,Web Design and User Experience,4
IHS2eNni7I5E,Transportation Planning,3
1g4TuBEbFOZC,Psychology of Aging,2
02OBjuaK40b4,Political Communication,3
XZsA8SLDb3g8,Tourism Management,3
b7LJDOHPGbqh,Global Political Economy,1
D1SEcAnn2pVo,Ethical Theory,3
ADNP2MNKrwAF,Taxation,4
Iai0NiuJqUST,Literacy Education,1
LcuEArc5OKxU,Learning Theories,4
2NESzwb4BeLX,Global Education,1
Aa8nwtHCusvY,Philosophy and Feminism,2
evuked2lixqx,Urban Economics,2
4oi7xVC78OGr,Educational Leadership,4
WqhUw2A3CQzu,Introduction to Education,3
1Ok3l3Wow3qC,Ancient Civilizations,4
ZYnGOUxnBWtf,International Finance,4
07YnNO5I3aKo,Labour Economics,4
v1omRm9exzL9,Comparative Politics,3
f2n0C3V6Zer9,Sustainability in Business,4
gOzzLY1sRuJg,Microeconomics,1
MZekuiIrUBDF,International Organizations,4
QXxIVxKRQprQ,Auditing and Assurance Services,1
cKgydjW0My0l,Urban Sustainability,2
WxwffHgnpWjx,Cognitive Psychology,2
8BLv1p2etwb5,Health Education and Promotion,3
q6CrNcLTXQO7,European Politics,4
H6Fki9xpXNlF,Financial Risk Management,2
BALtIaWq2Qsz,Political Institutions and Democracy,4
T2Rnwet4gWn6,Sustainable Cities,1
D3BH3ZaKXcrr,Marketing and Technology,3
CSNyJJYpy9HT,Comparative Constitutional Law,4
w2B2tTaMmCEu,Software Engineering,3
GxsLoLLRYesX,Applied Ethics,3
EXI5jg8Bihij,Sociology of Work,1
WJzhclMkuEtg,Agricultural Economics,3
FQHu48nqPBrp,E-commerce Development,3
asg4maK2bG4M,Philosophy and Literature,1
1mdQj3LVTynl,Public Relations,1
UxADiYig2OBi,International Trade and Economics,2
UPzW5tUF9x2X,Quantum Computing,1
VC6iIFtg1kyD,Pharmaceutical Sciences,1
gAfo5lbuRLWM,Political Communication,4
b0LF7m0oDLvy,Cultural Studies,1
Ssp99vzaonjV,Philosophy of Religion,3
X9Ggv0OOcNIT,Computational Neuroscience,1
ghi6bPXHnL0q,Educational Psychology,4
NKssdMMFtalO,Digital Media and Tourism,2
