id,day,start_time,end_time,duration,school_year
vYJSTEh3NgRP,Saturday,06:35:50,15:27:33,1 Hour 30 Minutes,2020-2021
PB8R5dJhfscG,Friday,18:27:06,22:41:54,2 Hours 30 Minutes,2023-2024
15HzZFPqa3be,Monday,05:23:36,09:31:50,2 Hours,2013-2014
CIRyLWvLBEXN,Tuesday,12:40:23,11:02:21,1 Hour 30 Minutes,2017-2018
1JyidspzhpgY,Saturday,04:58:37,05:20:24,2 Hours,2004-2005
mSsJO5AAQmsS,Tuesday,14:26:05,05:55:47,2 Hours,2007-2008
GrIP6yLI8Nin,Wednesday,16:48:37,22:38:12,2 Hours 30 Minutes,2023-2024
iIh5GN25iukI,Saturday,01:30:43,10:48:20,2 Hours 30 Minutes,2008-2009
hOQ8dnqTsd5I,Thursday,19:13:44,22:32:58,1 Hour,2015-2016
ewanE1Ttg2M8,Saturday,20:21:14,03:21:59,2 Hours,2018-2019
XAgFGcKup71p,Wednesday,13:33:38,14:53:31,1 Hour 30 Minutes,2007-2008
RkfBTrogsROZ,Sunday,04:33:26,03:35:03,1 Hour,2021-2022
xHfVJnBjMekq,Wednesday,09:28:01,09:39:45,1 Hour,2013-2014
3XyFlbaR60tu,Wednesday,07:32:04,00:29:03,1 Hour,2007-2008
rtKonU2HKklM,Wednesday,22:27:12,06:34:46,2 Hours 30 Minutes,2021-2022
vNgYmtfaMI3x,Thursday,00:53:36,00:27:24,1 Hour 30 Minutes,2016-2017
uj8FMqz7aNqL,Friday,17:15:12,05:01:12,2 Hours 30 Minutes,2021-2022
53s0mfqj8bA9,Monday,16:37:14,10:18:49,2 Hours 30 Minutes,2005-2006
Fpaqoycq9rci,Saturday,03:26:15,01:58:29,2 Hours,2010-2011
cFSo470FQu0T,Wednesday,23:53:24,05:26:13,2 Hours 30 Minutes,2024-2025
IgmKFDEJKpPJ,Saturday,10:17:33,07:00:30,1 Hour,2025-2026
gVJpaNQMpHWY,Sunday,05:40:35,14:05:16,2 Hours 30 Minutes,2001-2002
T19cDAyL0yjs,Wednesday,07:04:19,02:48:21,2 Hours,2009-2010
CoR6wtUXOP6H,Wednesday,08:55:33,10:13:27,1 Hour,2010-2011
y37Y7Sx2WDO8,Saturday,20:30:54,04:49:53,2 Hours 30 Minutes,2017-2018
4KGcOW6V4b7I,Saturday,13:02:33,21:47:10,2 Hours,2015-2016
dl65CnUay8yB,Tuesday,18:52:29,13:43:11,2 Hours,2023-2024
aD7xXcwsr3SX,Tuesday,22:46:21,03:12:56,1 Hour 30 Minutes,2021-2022
Sa7bypj1j43X,Tuesday,04:51:01,20:59:08,2 Hours 30 Minutes,2027-2028
UQO7nI5DDYpb,Wednesday,03:49:36,13:47:35,1 Hour,2009-2010
bjKAia9iAsPe,Wednesday,01:04:31,00:27:34,2 Hours,2007-2008
PWzixQFaoJoU,Friday,05:17:56,18:15:35,2 Hours 30 Minutes,2020-2021
dB8XP9aJAXgR,Friday,03:11:55,13:03:27,2 Hours,2018-2019
a6I8Y5Jdfm31,Sunday,09:26:49,07:04:36,2 Hours,2002-2003
yLD5yOU2AtPm,Tuesday,02:37:08,09:29:24,2 Hours,2025-2026
n2vQvjepA35Y,Friday,15:20:13,01:19:04,1 Hour 30 Minutes,2008-2009
SqCSRKcaTyQU,Monday,13:13:24,04:20:29,2 Hours,2017-2018
7L1uiG3V5WpI,Tuesday,02:55:00,05:49:00,1 Hour,2006-2007
i2M9Gkt4kYzL,Thursday,03:47:32,16:48:11,1 Hour,2008-2009
xxxHklmWKdxW,Monday,22:34:35,21:10:28,2 Hours,2021-2022
iArLqyqfvMdF,Wednesday,21:06:43,16:19:36,1 Hour 30 Minutes,2002-2003
4y7FnR5rNNFu,Tuesday,01:20:08,03:02:21,1 Hour,2027-2028
4axBkfFR1qbi,Wednesday,17:55:54,04:03:11,2 Hours 30 Minutes,2020-2021
aLY2eUEorD1X,Tuesday,16:00:43,01:30:10,2 Hours 30 Minutes,2026-2027
ovyrwMrk7oMf,Thursday,18:42:36,21:30:58,2 Hours 30 Minutes,2014-2015
Duq6hY3PHEjI,Tuesday,01:50:55,23:54:15,1 Hour 30 Minutes,2022-2023
g9u4ra7PorVy,Sunday,00:17:30,15:13:48,2 Hours,2007-2008
l5G63RTFSqF3,Friday,13:10:11,03:52:05,1 Hour,2001-2002
KPmoIayAi2eP,Saturday,17:54:46,07:01:03,2 Hours 30 Minutes,2002-2003
TRtUdXapOg6H,Saturday,13:50:09,12:16:34,2 Hours,2025-2026
XRY3yISOfj1c,Saturday,06:06:08,15:47:10,1 Hour,2002-2003
6RQ364S5fqHU,Sunday,10:09:06,11:50:49,1 Hour,2007-2008
IIniuq6iKBgW,Wednesday,19:32:26,23:48:23,2 Hours,2018-2019
mkS3sR0J8Yw2,Sunday,21:15:25,01:58:25,2 Hours 30 Minutes,2013-2014
7zRScYsUc70D,Thursday,06:33:46,00:53:06,2 Hours,2007-2008
Vu2yW6fZ2MM8,Saturday,14:21:45,08:31:41,1 Hour,2015-2016
tCBPXsOs2cJi,Monday,15:56:43,22:26:39,1 Hour 30 Minutes,2022-2023
0jCOOmQTXTgx,Saturday,05:07:11,04:46:04,2 Hours 30 Minutes,2019-2020
8rXYvrtGkDQ2,Friday,19:58:34,13:56:36,1 Hour 30 Minutes,2021-2022
lJW7EWmGArSP,Tuesday,05:49:08,11:19:12,2 Hours,2007-2008
TQhuv9PESsu2,Saturday,23:35:22,20:42:04,2 Hours 30 Minutes,2007-2008
xYOg6nG823wt,Sunday,01:36:04,06:29:44,2 Hours,2013-2014
Qxvci3AFMRPC,Thursday,11:50:06,03:56:18,2 Hours 30 Minutes,2007-2008
2ju4HMzr8saD,Friday,11:42:58,11:38:07,2 Hours,2016-2017
Gp1llahTPhSX,Wednesday,23:22:45,09:39:13,1 Hour 30 Minutes,2002-2003
XHmlDFcSffSw,Thursday,00:52:09,20:15:46,2 Hours,2008-2009
YaVCeYaD9N4Q,Thursday,16:09:54,18:04:07,2 Hours,2007-2008
ighyCTpKBUUu,Saturday,07:29:21,00:54:22,1 Hour 30 Minutes,2024-2025
y9RH5PAAcHdN,Sunday,13:59:32,21:41:51,1 Hour 30 Minutes,2023-2024
mfHlCVoEheqS,Monday,21:17:43,18:37:18,2 Hours 30 Minutes,2013-2014
pi4E83LC2ifP,Friday,23:04:47,06:51:18,1 Hour 30 Minutes,2019-2020
iqiQfjemnWEV,Wednesday,21:08:06,05:01:22,1 Hour 30 Minutes,2021-2022
x3KhIhdCicZ8,Wednesday,13:08:23,14:17:15,2 Hours 30 Minutes,2004-2005
rTooYxbpTcPl,Tuesday,11:53:14,06:14:22,1 Hour,2008-2009
MkIcdIMD3TeG,Tuesday,04:16:57,04:47:10,2 Hours 30 Minutes,2009-2010
dt0SQ37zaBXI,Wednesday,00:59:07,00:20:57,2 Hours 30 Minutes,2014-2015
HzmlJQLssGVG,Friday,03:30:03,16:23:56,1 Hour 30 Minutes,2004-2005
nnyUDjr1NkWe,Tuesday,22:03:43,06:15:05,2 Hours,2012-2013
8Bzn4DWxe3EM,Friday,16:14:05,20:17:55,2 Hours 30 Minutes,2025-2026
oVixEp7GaIVu,Saturday,02:13:48,07:53:58,2 Hours,2017-2018
R9s7fw5ok0Ud,Sunday,13:39:58,06:15:21,1 Hour 30 Minutes,2004-2005
0Bm7L5BRl7aV,Friday,18:14:40,06:02:58,1 Hour 30 Minutes,2015-2016
2xvUk5ukRtwA,Saturday,06:06:46,10:50:06,2 Hours,2012-2013
KmAe52LZPkVg,Monday,22:20:09,12:42:31,2 Hours,2021-2022
V99p7EcfBJO6,Thursday,22:49:15,21:28:17,2 Hours,2020-2021
Sz5NVKKtr7TH,Monday,10:57:22,03:36:22,1 Hour 30 Minutes,2018-2019
dOnkGAMmJRSc,Wednesday,21:18:59,22:49:17,2 Hours,2004-2005
TVFZ9FEfH80r,Friday,14:53:42,20:49:59,1 Hour 30 Minutes,2016-2017
rTJMFeNfWH5C,Sunday,11:58:56,22:28:15,2 Hours 30 Minutes,2018-2019
pyGo7DhS1cs2,Thursday,12:18:53,01:44:33,1 Hour,2025-2026
kXcNvooGmlQ7,Thursday,23:29:40,19:56:56,1 Hour,2005-2006
aZzZnmbYO2t6,Saturday,00:51:07,13:40:36,2 Hours,2025-2026
ViKz9xESOhUh,Friday,10:25:46,13:31:03,2 Hours,2003-2004
wpb2NmN20HcS,Wednesday,08:59:43,04:07:36,2 Hours,2020-2021
xQRYH3qgkK9h,Wednesday,16:37:12,14:17:12,1 Hour 30 Minutes,2003-2004
fqN8AE7QL1ZF,Wednesday,13:54:18,17:53:41,2 Hours,2022-2023
YNvXblkuJH4t,Sunday,12:51:46,15:59:29,1 Hour 30 Minutes,2022-2023
OGJ6o6xlzfpj,Wednesday,20:55:33,12:47:38,2 Hours,2014-2015
Bpnk8OuAEUno,Monday,02:31:10,03:38:35,1 Hour,2003-2004
MGb3qd5TUmj8,Tuesday,09:46:22,09:26:38,1 Hour,2006-2007
jxImHjt42zSh,Sunday,23:28:56,07:32:00,2 Hours,2005-2006
WbCfTWsr7OUR,Monday,12:32:48,21:17:23,1 Hour,2023-2024
QlgBXpBEm77k,Tuesday,12:23:19,03:00:22,2 Hours 30 Minutes,2017-2018
LzG3ZmDcPtPJ,Monday,12:06:00,08:42:01,2 Hours,2024-2025
vYrzNrtPKfpX,Friday,19:45:12,18:18:57,1 Hour,2005-2006
t7gzRj965iv5,Wednesday,04:00:14,17:39:15,1 Hour 30 Minutes,2001-2002
ieS5y8UfDYhF,Thursday,06:39:39,01:19:46,2 Hours 30 Minutes,2005-2006
hflVeIOju9Tu,Tuesday,17:15:12,18:51:02,2 Hours 30 Minutes,2023-2024
3x5Gij0hynvR,Monday,08:59:06,10:10:16,1 Hour 30 Minutes,2026-2027
YkynVO7BWnTN,Monday,03:34:32,17:42:01,2 Hours,2009-2010
9AJx6U59K4W9,Tuesday,06:09:26,01:00:55,1 Hour,2009-2010
jShQQwqPGzpS,Sunday,13:27:36,22:31:13,2 Hours 30 Minutes,2026-2027
J3IuD8hdA2DQ,Monday,18:39:56,07:41:39,2 Hours 30 Minutes,2001-2002
CIrjD0rft4Cw,Sunday,02:25:06,04:23:04,2 Hours,2018-2019
s0FX8oFnXnZa,Saturday,15:42:03,13:03:29,2 Hours,2007-2008
3PZSRfjaGgXx,Tuesday,20:58:40,21:43:43,1 Hour,2027-2028
KVvfkym1zdnb,Sunday,15:12:24,21:01:03,1 Hour,2024-2025
vlMIbAQ2D24e,Sunday,19:17:00,21:18:17,2 Hours 30 Minutes,2003-2004
J82dSUMLmVau,Saturday,18:39:40,12:23:42,2 Hours 30 Minutes,2015-2016
6w6EM9xd2qHE,Saturday,15:27:33,13:22:44,2 Hours 30 Minutes,2016-2017
EuKjds3JkhDj,Monday,18:44:40,23:23:32,1 Hour 30 Minutes,2023-2024
ut5AAF9n3t26,Monday,17:39:46,05:07:17,1 Hour,2002-2003
1glt4X7eyRc5,Wednesday,02:45:00,20:31:12,2 Hours,2004-2005
neFEpl8v7WRR,Wednesday,09:54:34,01:10:28,1 Hour,2026-2027
sBmyjmrCtiGY,Thursday,16:43:05,12:09:19,2 Hours,2019-2020
1phSCRZSw6Sy,Sunday,05:05:53,00:59:06,2 Hours,2007-2008
egbJxYyAMajz,Tuesday,21:02:41,04:43:53,1 Hour,2020-2021
pU3fnVNhfxYz,Monday,14:13:55,07:55:43,1 Hour 30 Minutes,2015-2016
WTUuy4HHEZGF,Friday,06:27:31,20:47:44,1 Hour 30 Minutes,2023-2024
ZeF7XgYe7Pib,Thursday,12:01:49,06:52:59,1 Hour,2024-2025
8ILmiQKwHDlW,Friday,21:09:51,19:29:27,1 Hour 30 Minutes,2015-2016
yAshxXqd1eS3,Sunday,12:11:40,10:34:39,2 Hours,2016-2017
LqgqWQgm8Yo0,Wednesday,20:31:57,09:31:44,1 Hour,2012-2013
LlJb7q9Md6V4,Friday,22:57:43,04:54:29,2 Hours 30 Minutes,2016-2017
gNef5KQS5Yd8,Sunday,17:13:40,10:25:49,1 Hour 30 Minutes,2016-2017
pZOCwlRMaOJD,Wednesday,06:44:35,08:58:09,1 Hour,2022-2023
kK2uzV594JLF,Monday,22:04:25,01:28:36,1 Hour,2024-2025
mVAckpVXGKIs,Thursday,00:20:47,18:51:23,2 Hours,2007-2008
hwpkUHyhbazK,Saturday,11:18:24,19:30:17,2 Hours,2027-2028
hgCF9xLgcxq1,Tuesday,08:56:24,18:25:08,1 Hour 30 Minutes,2019-2020
kdqDxF6nFy0Z,Saturday,05:53:30,04:46:30,2 Hours,2018-2019
k2e6buYpAqWR,Tuesday,01:10:15,10:16:21,2 Hours 30 Minutes,2022-2023
pG6pOJhGyLfJ,Saturday,20:46:26,06:36:17,2 Hours,2007-2008
zL3pabTxqawW,Sunday,04:54:31,03:05:47,2 Hours,2012-2013
wrulMGV3L4xs,Thursday,13:50:18,00:18:56,1 Hour 30 Minutes,2004-2005
pB7F7L6Zw9Yf,Monday,19:35:24,06:13:03,2 Hours 30 Minutes,2003-2004
gdNx3WW3B4xx,Friday,03:32:14,19:30:43,2 Hours,2014-2015
Vm6Fzrb10i07,Monday,10:02:59,11:40:11,2 Hours 30 Minutes,2007-2008
likdGftFn38J,Saturday,13:46:17,00:18:42,1 Hour,2026-2027
x53t0ikLas48,Wednesday,13:01:14,00:10:37,2 Hours 30 Minutes,2001-2002
EWWePyT3iQZC,Saturday,22:16:33,01:23:43,1 Hour 30 Minutes,2001-2002
b1FzXGc43TkE,Monday,01:13:12,09:39:09,2 Hours 30 Minutes,2005-2006
4ycv6CdK02U9,Wednesday,16:38:57,09:19:59,1 Hour 30 Minutes,2018-2019
IC5gXY0gICY4,Monday,06:30:38,07:55:25,2 Hours 30 Minutes,2017-2018
QvFd18WWJGaw,Friday,13:59:49,00:59:21,2 Hours 30 Minutes,2006-2007
zVeo1LtP3VZM,Thursday,00:45:27,16:41:51,1 Hour 30 Minutes,2025-2026
yrE2tAU3g5px,Thursday,03:59:48,01:57:08,2 Hours 30 Minutes,2003-2004
LGP4FxFIAVOT,Tuesday,02:42:13,23:42:50,1 Hour 30 Minutes,2024-2025
lp90Oj3qnxqs,Thursday,18:44:38,04:56:25,1 Hour 30 Minutes,2022-2023
ndm7yVbG3ZYY,Sunday,05:30:30,03:14:22,2 Hours 30 Minutes,2018-2019
uEB8iclDOaFm,Wednesday,03:11:19,14:20:34,1 Hour,2024-2025
V5OUfDLUCtQN,Friday,00:31:33,05:18:52,2 Hours,2011-2012
0vXZzm6Y0e2a,Monday,09:26:10,09:27:40,2 Hours 30 Minutes,2007-2008
SbrfME8pMH6d,Saturday,14:13:04,22:52:05,2 Hours,2016-2017
QVEVZDIpwMbr,Saturday,07:26:07,15:14:05,1 Hour,2024-2025
C2MF89OgWgjm,Monday,12:06:55,18:51:51,1 Hour 30 Minutes,2019-2020
zSXQ2KEuBieT,Saturday,07:48:41,01:41:50,1 Hour,2021-2022
JCOwxgeZRySk,Tuesday,00:52:52,20:07:58,2 Hours 30 Minutes,2010-2011
ey4tr5zYkDFp,Saturday,07:07:55,07:42:42,2 Hours,2003-2004
Uij0yhIIN64R,Friday,04:30:07,12:20:02,2 Hours 30 Minutes,2004-2005
CTMxTpKdkFwk,Wednesday,09:16:03,07:47:50,2 Hours,2002-2003
G3WBZOUog3tX,Thursday,02:33:05,23:54:30,2 Hours,2019-2020
T53bMlglk9Rt,Saturday,11:28:25,10:12:52,1 Hour,2023-2024
OdIZ69zB4XUE,Sunday,16:38:07,12:24:00,1 Hour,2012-2013
cRrYgc5aSny5,Tuesday,02:13:11,14:04:33,1 Hour,2026-2027
9qprbbyn4G1e,Tuesday,04:11:25,19:51:48,1 Hour,2012-2013
NKD1STfgmcEv,Friday,00:36:06,14:40:50,2 Hours,2009-2010
2ijs4m2ucqRh,Friday,23:57:09,19:50:55,1 Hour 30 Minutes,2015-2016
gFbsjOElcqnf,Tuesday,16:20:39,15:53:47,2 Hours 30 Minutes,2005-2006
s5hoeqOv00lg,Saturday,12:04:58,13:05:21,2 Hours 30 Minutes,2007-2008
IQv9DAkHIyfS,Wednesday,09:15:46,06:59:51,2 Hours 30 Minutes,2011-2012
neYi8kEMdk45,Saturday,12:56:18,10:34:34,2 Hours,2007-2008
kqlWjyFIhQ5N,Wednesday,18:04:07,22:32:51,1 Hour,2025-2026
KCQWL98gay4L,Sunday,22:38:30,10:11:39,2 Hours,2025-2026
xxBTAcemRcqI,Wednesday,06:36:17,16:19:07,1 Hour,2008-2009
Jqx1Fk4bJqof,Monday,04:43:14,05:49:55,2 Hours 30 Minutes,2017-2018
5hmoHDjg3Imf,Monday,23:03:31,18:25:41,1 Hour 30 Minutes,2003-2004
IosqoxASBpM9,Saturday,05:32:28,00:56:58,1 Hour,2025-2026
K5Tz2uWq64jA,Sunday,19:08:48,17:11:04,1 Hour,2012-2013
n8jrn3PHvdNU,Wednesday,02:37:00,10:18:05,1 Hour 30 Minutes,2016-2017
JPpsYhfSQVx1,Sunday,23:17:46,03:39:21,2 Hours,2009-2010
y6IvcGRzN237,Friday,13:49:34,02:18:49,1 Hour,2019-2020
WkPfxPVolFgy,Tuesday,19:59:52,17:14:40,2 Hours 30 Minutes,2022-2023
DcoWWpF9myMz,Monday,04:34:28,08:16:46,2 Hours 30 Minutes,2026-2027
peKb1S5TtLFU,Monday,11:20:45,10:52:11,2 Hours,2014-2015
Slnjukl61Np9,Friday,13:16:05,22:16:17,1 Hour 30 Minutes,2013-2014
2ZdYzwUK9skR,Wednesday,05:59:06,14:16:49,2 Hours,2011-2012
DdRD9gp2Lj4t,Monday,02:12:23,16:01:07,1 Hour,2011-2012
0jxxSgi8HBqY,Saturday,23:24:09,14:05:46,1 Hour,2023-2024
7hIhHEqBHKar,Sunday,21:01:45,13:33:43,1 Hour,2016-2017
vpgf2Ctcsr0h,Saturday,10:02:59,00:22:32,2 Hours 30 Minutes,2021-2022
5VbydRJT8ESt,Saturday,23:18:40,15:41:11,2 Hours,2021-2022
ICMUlwIttfHy,Sunday,08:47:11,15:08:03,1 Hour 30 Minutes,2024-2025
flPAdShuVSi2,Tuesday,18:56:46,18:10:26,2 Hours,2014-2015
Yc3f3m7yHLL6,Thursday,21:17:18,13:47:42,2 Hours 30 Minutes,2002-2003
6Qc3I7EipNzc,Tuesday,03:32:32,04:08:32,1 Hour,2023-2024
KXi6HQYfdMwy,Tuesday,19:57:18,03:10:54,1 Hour 30 Minutes,2010-2011
PO7Ql0sKAQlp,Sunday,10:28:42,05:38:57,1 Hour,2010-2011
cgq735MBiv3n,Monday,03:13:18,01:58:36,2 Hours 30 Minutes,2018-2019
PbxmBYo2M6ga,Tuesday,13:20:32,17:34:21,2 Hours 30 Minutes,2020-2021
56svXXl3mKzL,Friday,19:38:35,22:53:38,2 Hours 30 Minutes,2019-2020
eifIC19TBUO5,Tuesday,00:28:38,10:11:21,1 Hour 30 Minutes,2006-2007
RjMTXhNSSkHq,Thursday,05:41:15,05:38:45,2 Hours,2018-2019
UlcC96geEFEm,Saturday,05:18:48,20:12:03,1 Hour 30 Minutes,2010-2011
aVZXazb0DLxU,Friday,17:22:45,21:05:09,1 Hour,2026-2027
24fuujPox6qm,Sunday,20:51:34,09:44:55,1 Hour,2018-2019
kODE2Li8u24R,Sunday,23:42:50,07:19:45,1 Hour 30 Minutes,2015-2016
IcMJvcDbfyLh,Monday,10:58:59,01:30:33,1 Hour 30 Minutes,2024-2025
bdteCpjSt8jv,Friday,11:04:40,17:20:34,1 Hour 30 Minutes,2017-2018
vjvorORUIO5G,Sunday,18:29:57,11:18:38,2 Hours,2001-2002
NKj8HQ55qz3a,Saturday,09:03:59,10:09:24,1 Hour 30 Minutes,2010-2011
muMspvNAzvmH,Tuesday,15:24:01,16:30:02,1 Hour 30 Minutes,2011-2012
TQyuyJvjzoNY,Friday,21:23:09,01:34:20,2 Hours 30 Minutes,2027-2028
SkTdUOJIcLdS,Monday,12:46:20,12:31:19,1 Hour 30 Minutes,2009-2010
6vZA70Pv6a6e,Friday,15:03:45,15:53:21,2 Hours 30 Minutes,2018-2019
jd2QMPHq1e9c,Thursday,22:50:22,20:19:42,1 Hour,2012-2013
0UCEdi6jNiJv,Friday,17:13:38,23:56:29,1 Hour,2023-2024
wlY8h2590NBO,Friday,19:13:32,14:12:53,2 Hours,2019-2020
HnYbY5sTsKcU,Wednesday,05:43:12,03:12:43,1 Hour,2002-2003
vk1ocYwo9oxg,Wednesday,03:29:53,07:24:37,1 Hour 30 Minutes,2011-2012
v1AmfXWuuieD,Saturday,19:00:19,11:44:14,1 Hour 30 Minutes,2014-2015
SniVM91N1wbh,Saturday,19:43:15,17:27:13,2 Hours 30 Minutes,2009-2010
GgvfGX43pKNy,Monday,04:52:16,09:56:06,2 Hours,2020-2021
xcxt4AYkiSqc,Sunday,01:04:58,17:07:40,2 Hours,2010-2011
eJbaRC9eSoYQ,Wednesday,16:43:21,15:36:10,1 Hour,2024-2025
aL40GEYPJra8,Thursday,01:13:27,06:11:05,1 Hour 30 Minutes,2026-2027
MxiPJPFRYaC0,Monday,13:17:16,19:44:41,1 Hour,2020-2021
NxYcJ4aUZT2R,Monday,04:39:25,17:50:59,2 Hours 30 Minutes,2011-2012
Pr7Ta8Aaws30,Sunday,07:30:03,23:55:56,2 Hours 30 Minutes,2001-2002
mkXCgz7Trnqd,Monday,18:48:27,16:29:36,2 Hours 30 Minutes,2002-2003
5eyjjLbiBhU7,Monday,11:33:31,03:59:26,1 Hour,2016-2017
uLuIibmMurZh,Saturday,21:47:17,03:35:55,1 Hour 30 Minutes,2027-2028
6Of4JToQIJS8,Monday,08:47:22,04:45:03,1 Hour 30 Minutes,2006-2007
HkqqiBmyCmHw,Friday,16:55:32,22:22:39,2 Hours,2015-2016
lb1PmSEm1xwA,Monday,15:37:49,17:12:49,2 Hours,2025-2026
EK1T9VXVoaEk,Wednesday,15:10:45,04:01:59,1 Hour 30 Minutes,2021-2022
IWQ8z8uBIAGK,Friday,23:14:40,05:46:00,1 Hour,2010-2011
AlKo7QBGRB7K,Tuesday,14:22:55,15:14:20,1 Hour 30 Minutes,2005-2006
7sdOYqwmGLoC,Friday,14:04:18,06:52:09,2 Hours,2018-2019
2cJAHY3rOP9P,Tuesday,04:45:26,14:04:08,2 Hours,2010-2011
snB2eSLovxGi,Monday,14:10:17,06:19:52,1 Hour 30 Minutes,2012-2013
QGAOjdXvhOQj,Monday,18:31:51,15:03:07,2 Hours,2001-2002
zBq08tmwkL63,Saturday,16:29:05,05:10:17,2 Hours 30 Minutes,2004-2005
l65Hwply7Fly,Thursday,17:00:12,02:23:55,1 Hour,2003-2004
1GNj9KpkWf0F,Thursday,11:46:41,05:16:45,2 Hours 30 Minutes,2012-2013
5z9t3Z7PFV07,Monday,15:37:02,08:21:57,2 Hours 30 Minutes,2015-2016
4hLGSEXPTvDK,Friday,02:38:29,10:34:23,2 Hours,2001-2002
nBNo0z4QDK3S,Tuesday,20:31:59,21:06:52,2 Hours,2025-2026
sg3vWFwxgYCj,Friday,20:05:40,07:54:46,1 Hour 30 Minutes,2011-2012
15oZSoQGQhtg,Monday,21:41:00,22:05:35,2 Hours,2003-2004
tCotmptwF3jr,Monday,21:40:14,19:25:45,1 Hour 30 Minutes,2020-2021
jrNy9tnxUcZr,Tuesday,23:22:27,03:49:31,1 Hour,2018-2019
HbPoRaUui39W,Wednesday,00:22:35,09:59:05,2 Hours 30 Minutes,2014-2015
YFyi183v4EUo,Sunday,03:06:49,04:32:27,2 Hours 30 Minutes,2022-2023
KbAnNxbYDSFY,Monday,15:01:34,22:25:17,1 Hour,2010-2011
YsEphjJsqegw,Wednesday,06:48:09,18:52:12,2 Hours,2025-2026
0g3zkePM3VIq,Tuesday,12:16:35,01:06:03,2 Hours,2019-2020
zsKfYSyVXCZ3,Friday,22:55:54,01:17:31,1 Hour,2017-2018
i9VUesE1RZHk,Saturday,01:39:12,22:06:09,2 Hours 30 Minutes,2005-2006
qXGeSXpKcfZ7,Monday,20:16:28,13:05:36,2 Hours 30 Minutes,2006-2007
isWOKJoA9P7Q,Saturday,10:55:10,22:15:45,2 Hours,2022-2023
p0INxc4nkIly,Friday,03:26:58,21:49:19,2 Hours,2019-2020
ONtAAdTGkLPz,Monday,12:41:17,06:07:45,2 Hours 30 Minutes,2001-2002
g1hqw5wcnvwl,Tuesday,11:15:13,07:46:38,1 Hour,2019-2020
kJIPSID4J0Pn,Thursday,19:17:58,01:03:06,2 Hours 30 Minutes,2021-2022
hY1hB9qeMCNM,Sunday,03:01:35,21:05:01,1 Hour,2003-2004
OGT3bjmTTzTK,Wednesday,12:03:33,02:36:03,1 Hour,2015-2016
IuoMTITBSJY5,Monday,05:28:15,14:33:09,1 Hour 30 Minutes,2016-2017
7tBGnDjT3AmF,Monday,09:04:46,22:28:02,1 Hour 30 Minutes,2024-2025
olYFPVoxNbpG,Tuesday,02:47:07,02:50:17,1 Hour 30 Minutes,2005-2006
XwNjaBUTPnvs,Tuesday,17:35:11,05:57:14,1 Hour 30 Minutes,2001-2002
1txJuxvAT2Ve,Tuesday,02:18:50,14:06:15,1 Hour 30 Minutes,2011-2012
ecgBMHjygDWL,Wednesday,15:27:44,00:27:35,1 Hour 30 Minutes,2015-2016
M1zbEAddTxi7,Tuesday,22:24:42,16:27:50,1 Hour 30 Minutes,2007-2008
WitkAfpUfVOP,Monday,01:53:16,21:00:50,2 Hours 30 Minutes,2001-2002
TKlKS2fsDxdR,Thursday,19:28:27,16:07:06,1 Hour 30 Minutes,2017-2018
hdfxn56uEJLA,Tuesday,14:24:57,23:36:13,2 Hours 30 Minutes,2010-2011
vvGHdbUozO9r,Thursday,17:30:37,02:27:44,1 Hour,2005-2006
BqMsD0DTlmPi,Thursday,12:16:19,05:59:26,1 Hour,2013-2014
hS2JXkYNkE22,Wednesday,11:46:02,10:14:50,2 Hours 30 Minutes,2024-2025
c2ctEK2TZGZx,Saturday,19:22:03,11:54:46,2 Hours,2023-2024
ArCIYyOfAvWY,Friday,09:57:12,23:54:26,2 Hours,2024-2025
FzYtuMKyLv1s,Thursday,09:59:54,20:07:21,1 Hour 30 Minutes,2021-2022
bwJEzvCMTCbd,Saturday,16:28:25,09:44:23,1 Hour 30 Minutes,2019-2020
x6yHzFn5jO5f,Wednesday,18:37:25,06:50:20,1 Hour,2013-2014
OFKUqBbD85IT,Friday,16:20:09,14:48:53,2 Hours,2024-2025
pFtoIi1EGZ2g,Saturday,15:26:52,12:32:43,1 Hour,2017-2018
WucckytbnTNt,Friday,12:22:50,17:09:24,1 Hour 30 Minutes,2025-2026
V11k5uPdGDDr,Wednesday,13:04:10,04:23:52,1 Hour 30 Minutes,2013-2014
WcEHlY9HASYI,Monday,03:47:50,01:59:12,2 Hours,2006-2007
cUkL6uUhCziD,Monday,12:39:51,13:04:47,2 Hours 30 Minutes,2021-2022
Bo8BefRD8Wqd,Monday,03:35:37,10:32:18,1 Hour,2019-2020
p98tnqle9aOF,Friday,07:37:51,06:51:50,2 Hours 30 Minutes,2019-2020
O69LNmP7AZJc,Thursday,19:57:27,12:37:27,1 Hour,2001-2002
PJYonA16avrW,Sunday,01:27:01,17:21:20,2 Hours,2017-2018
DhsW8Fc6avVx,Tuesday,06:53:38,19:17:15,2 Hours,2021-2022
lMVpAUeAnKEO,Saturday,07:20:53,13:29:02,2 Hours,2024-2025
Lz30IVAyLMks,Friday,09:42:26,08:03:30,1 Hour,2001-2002
x05OVJgSg8hg,Wednesday,02:03:31,18:47:08,2 Hours 30 Minutes,2018-2019
7oXKshoVaXUG,Saturday,09:38:08,23:32:28,2 Hours,2008-2009
S89RjkjJw4o7,Saturday,10:54:24,11:09:25,2 Hours 30 Minutes,2009-2010
