id,start_date,end_date,weighted_mark,school_year
sUdSEf8tzepL,2024-04-07,2024-04-15,81,2003-2004
YIipvIaUb7dz,2024-06-13,2024-02-21,64,2020-2021
DRe3xc20LlYn,2024-03-15,2024-02-08,93,2007-2008
7NMwlZl9JV2f,2024-08-13,2024-01-16,79,2010-2011
Pcgc3okYs7LR,2024-02-06,2024-08-31,54,2018-2019
krDm1leciHZP,2024-04-27,2024-04-12,81,2014-2015
cm5sNi0CZaje,2024-02-04,2024-11-04,95,2010-2011
Ws6pckIC0v9k,2024-08-22,2024-06-24,76,2017-2018
hEKP25xQPQFB,2024-11-20,2024-01-05,75,2003-2004
WHw31TPeU3q2,2023-12-15,2024-08-19,76,2012-2013
HN4gGzVceVLv,2023-12-09,2024-05-31,88,2002-2003
yAwuMJrGV1aG,2023-12-08,2024-10-07,71,2019-2020
GDlll9iTzLWQ,2024-01-14,2024-05-01,74,2017-2018
cBXVuOOI9Cu3,2024-05-06,2024-09-25,52,2005-2006
vM0xdf3mC36Y,2024-05-27,2024-07-17,86,2011-2012
Algzft9EGBF7,2024-07-31,2024-12-27,55,2005-2006
lOWLb0x2EeGP,2024-07-19,2024-09-23,80,2010-2011
P0jdSmwNV4Ag,2024-03-24,2024-09-15,99,2011-2012
g8JUhsXW9zWH,2024-09-01,2024-04-16,65,2024-2025
QrPUjKQLuJmT,2024-05-16,2024-08-24,73,2016-2017
6DWisgwqRlg3,2024-10-19,2024-07-17,56,2003-2004
JigIa2tvc6sF,2024-04-16,2024-11-15,70,2001-2002
lFUirO5RCbFp,2024-11-26,2024-04-05,86,2017-2018
rScQ0r4YdJle,2024-09-16,2024-07-09,99,2005-2006
g3y0jkEu0K9r,2024-08-19,2024-03-23,91,2012-2013
lQHTwtL6vgxR,2024-07-08,2024-05-04,61,2021-2022
FDQRRFFLoR8p,2024-04-07,2024-06-12,84,2024-2025
YQWDELxNdnM6,2023-12-16,2024-02-08,61,2020-2021
5FCGCbLhYShM,2024-09-13,2024-02-19,93,2004-2005
EMYXJNYGvfgv,2024-07-19,2024-11-24,57,2006-2007
HGMkc8vVExmo,2024-01-25,2024-12-10,88,2001-2002
9h9JlX9Vhkxc,2024-03-04,2024-11-28,60,2004-2005
e2XKsKCwj2nu,2024-02-15,2024-04-06,71,2017-2018
otUYPd1x6LhA,2024-01-29,2024-07-04,74,2001-2002
9mwIGpD4lb7L,2024-11-04,2024-06-20,55,2022-2023
E4xKEMbQLLUe,2024-08-31,2024-04-27,95,2027-2028
NDMn7K5yyYKL,2024-08-01,2024-04-20,52,2003-2004
S1o65Qgw6vOu,2024-07-27,2024-11-17,53,2015-2016
27Lw850Cg4PR,2024-08-04,2023-12-25,100,2002-2003
R5XI8PstSgZf,2024-01-13,2023-12-23,69,2018-2019
mg0v9sQkzkRT,2024-02-15,2024-06-08,82,2010-2011
rUZedP5wSPO9,2024-02-15,2023-12-29,84,2026-2027
aBR8oZyA9xRP,2024-01-13,2024-07-08,67,2010-2011
f77DjEdUxw8L,2024-10-08,2024-01-16,82,2007-2008
5CtSpt1GkVq6,2024-07-12,2024-06-08,67,2006-2007
ppxXTxObJCb3,2024-03-04,2024-08-15,86,2005-2006
gVvOzbtzRB5p,2024-08-17,2024-05-15,91,2027-2028
I9uW6t4TceOD,2024-06-16,2024-02-08,53,2016-2017
IIeuWBcFqGJ3,2023-12-20,2024-10-28,87,2014-2015
THLTs6F8lZmc,2024-08-12,2024-07-14,89,2003-2004
VHix9zdJcyEY,2024-11-06,2024-05-26,94,2008-2009
v7TpRrkITSGg,2023-12-19,2024-12-01,86,2017-2018
kfjokhUB0c2p,2024-11-30,2024-10-31,91,2006-2007
LAvdASNyldNP,2024-02-13,2024-09-13,58,2016-2017
1rqw7dpg86kI,2024-07-23,2024-05-27,96,2023-2024
8WHARjDI9Esj,2024-10-12,2024-01-31,71,2018-2019
rgG98ddbZ8yE,2024-07-30,2024-07-14,96,2014-2015
ag3vITEAVqRa,2024-07-30,2024-02-12,81,2012-2013
AFktuglllEL4,2024-08-05,2024-04-04,95,2016-2017
gJrML8s8WPOC,2024-03-14,2024-10-08,97,2019-2020
OlMjytF73pSm,2024-04-05,2024-03-08,90,2026-2027
wgtgKt4VEq86,2023-12-10,2024-11-25,73,2011-2012
CeMfSgTRKXRL,2024-05-11,2024-10-31,98,2006-2007
9tIZifH6yuUa,2024-05-17,2024-06-04,98,2010-2011
o384jq5lzXAb,2024-06-27,2024-09-07,95,2007-2008
o30UogEebYRN,2023-12-20,2024-01-20,50,2005-2006
IHTQIH3PPRua,2024-02-19,2024-05-11,82,2022-2023
SR4ba120WUxw,2024-07-21,2024-01-08,70,2006-2007
hE4aUKujumnE,2024-09-15,2024-02-01,51,2006-2007
o5ixN6NuBeyu,2024-06-09,2024-07-10,86,2002-2003
rUQyYoATwXbI,2024-08-11,2024-08-06,77,2012-2013
5pgWdooefe6N,2024-11-22,2024-06-02,87,2020-2021
IsvUtHjkSjGF,2024-04-17,2024-08-02,70,2025-2026
bRPasig6jxgg,2024-02-13,2024-05-28,75,2008-2009
IvaUb5r4d7y3,2024-10-29,2024-06-07,73,2020-2021
QFi4SfbpoRfe,2024-07-24,2024-10-06,76,2023-2024
AyXLdIstXdlL,2024-07-22,2024-07-31,50,2022-2023
i8QDj09unq6h,2024-12-01,2024-08-23,64,2003-2004
1dAm26nF6j8q,2024-01-06,2024-04-12,60,2010-2011
aeUxrjSWRW5I,2024-03-04,2024-06-22,98,2023-2024
8JAdr38GeYWt,2024-11-25,2024-05-08,51,2011-2012
PcENMWxyD6gv,2023-12-19,2024-03-07,87,2027-2028
OWyKu0hywoXE,2024-01-16,2023-12-29,93,2007-2008
vqAhL77uldXE,2023-12-05,2024-05-01,65,2001-2002
hO0sQFMUIe1K,2024-09-22,2024-04-05,84,2027-2028
yio9ekmYlGuW,2024-05-21,2024-02-04,98,2009-2010
KAReVjfVu4aW,2024-01-02,2024-12-06,95,2010-2011
5omo0pCaHzsp,2024-09-14,2024-08-07,79,2021-2022
OcptBcakG6p3,2024-04-22,2024-02-10,52,2015-2016
IroBmBJgExan,2024-10-13,2024-08-31,80,2007-2008
XaiAS6TlswTW,2024-09-17,2024-02-16,57,2002-2003
cG20VZ9dptZ8,2024-06-03,2024-02-09,70,2005-2006
uwoFk0Rcqr9l,2024-06-01,2024-03-21,76,2005-2006
8YPzQ7VSDkfh,2024-03-25,2024-03-31,79,2024-2025
1Yj5R6jVoDQu,2024-05-27,2024-07-14,66,2022-2023
n9ZRmxxhfz6h,2024-08-20,2024-11-27,62,2006-2007
opM1tqMzDk8F,2024-08-10,2024-10-14,55,2024-2025
Zv867PXnvTTc,2024-02-13,2024-01-07,59,2007-2008
w0tun1HNzaDP,2024-02-29,2024-09-21,85,2017-2018
9kVFLzkSLBRV,2024-08-03,2024-09-16,85,2016-2017
ZgXU65yOXvM3,2024-09-13,2024-10-07,50,2004-2005
lDuFX67BFgtn,2024-06-22,2024-06-27,62,2013-2014
NdSiVVcbfP1b,2024-05-23,2024-07-19,81,2019-2020
n9ewqB0muVb2,2023-12-28,2024-09-03,93,2008-2009
89lznZcjz5BF,2024-09-09,2024-11-24,50,2009-2010
y7BlUAZuHld6,2024-05-28,2024-11-30,55,2010-2011
uKfpeyx8uGGu,2024-03-27,2024-07-02,68,2022-2023
u1mlU4Ne2QTq,2024-02-11,2024-07-01,76,2019-2020
W7EzWJX0z6WY,2024-04-12,2024-02-02,84,2016-2017
aEQpYX1bJDC3,2024-11-07,2024-02-27,56,2026-2027
x6vrMNJqxwKN,2024-09-21,2024-03-26,51,2013-2014
7jk3ctEUV7KP,2024-06-07,2024-11-16,59,2015-2016
Kf1Ft37ExNXf,2024-04-13,2024-08-18,86,2020-2021
IbAeFU4DtSYp,2024-10-27,2024-04-21,52,2006-2007
hC1ohCcqs94h,2024-04-22,2024-09-09,95,2027-2028
0yfti6qGq6b0,2024-06-19,2024-10-11,56,2014-2015
T22ecxf5MV01,2024-08-12,2024-02-06,87,2012-2013
sNVwLZ3mFBWN,2024-08-07,2024-09-23,57,2024-2025
GbgcUNTYdGh7,2024-10-01,2024-11-04,63,2011-2012
P2D89CiuCYmR,2024-07-30,2024-08-23,93,2004-2005
3ETmd7IaQMSy,2024-02-28,2024-07-14,80,2013-2014
dMjgndxjh04Q,2024-01-10,2024-12-21,59,2022-2023
01gsuC4lEH3B,2024-01-21,2024-03-06,100,2024-2025
qzcVZR4frY1e,2024-02-08,2024-09-06,93,2009-2010
aibh6PWEeg8r,2024-04-11,2024-10-16,91,2019-2020
CmAv9tJiGNZV,2024-11-29,2024-09-21,87,2019-2020
ZlcMxKiMXM9p,2024-01-16,2024-04-01,69,2010-2011
Uq4nS87yTFdO,2024-11-05,2024-12-01,53,2018-2019
vNSghiHtwDJw,2024-04-27,2024-07-28,50,2014-2015
aASEB453iQb0,2024-02-23,2024-01-16,92,2007-2008
kHCUHDK0hMVk,2024-02-13,2024-02-26,80,2021-2022
GmQy1URfCMNs,2024-07-22,2024-04-23,69,2003-2004
hYsPphH8Dnes,2024-06-12,2024-04-20,91,2024-2025
abKEmXlFk0FE,2024-11-19,2024-02-11,62,2023-2024
FxbLuXx2nMYs,2024-06-16,2024-04-01,69,2027-2028
aCxLPsSMn3nb,2024-04-18,2024-02-02,69,2008-2009
KTFJhTggaj7D,2024-08-14,2024-10-26,55,2026-2027
MWC1cRHi11cL,2024-06-12,2024-06-14,100,2016-2017
GLmSvz1KQIIX,2024-08-17,2024-01-18,83,2026-2027
UPx9sKg0tZ6S,2024-02-01,2024-12-13,66,2019-2020
Clt5rXRK4xhk,2024-06-14,2024-02-20,98,2021-2022
Cn7oU7XyJYn6,2024-11-29,2024-10-19,54,2013-2014
AFkTG813KyBh,2024-06-05,2024-09-18,86,2021-2022
npxCQrKy4D01,2024-03-30,2024-07-18,66,2027-2028
bliC0NgkXX5r,2024-07-07,2024-04-11,69,2002-2003
cW6GchBpEuKw,2024-09-04,2024-09-18,87,2018-2019
WznhQUrrzLcZ,2024-07-15,2024-08-26,97,2015-2016
e3dx1jkW5mA5,2024-08-25,2024-04-02,76,2026-2027
36UAUXfKwRmg,2024-05-05,2024-04-28,72,2015-2016
g4NBsjDzlrQ1,2024-09-09,2024-06-25,89,2020-2021
IH3FwpAcp0wN,2024-06-24,2024-11-28,62,2024-2025
BrdY2OxHwxZ2,2024-07-04,2024-06-11,56,2019-2020
NBvH6qQnBx7a,2024-05-01,2024-03-22,51,2008-2009
m5tH6T40gGFB,2023-12-12,2024-03-02,100,2017-2018
OCEa3eIpLME3,2024-04-25,2024-01-16,74,2019-2020
3R9IhZEagJkZ,2024-04-15,2024-06-26,81,2009-2010
qvVetHfIum7p,2023-12-03,2024-09-13,92,2015-2016
ROEohCyg5CXC,2024-01-27,2024-08-11,55,2007-2008
5wwHFbiRmfIf,2024-01-22,2024-10-02,63,2021-2022
mVJpXoGx7qZO,2024-05-20,2024-08-26,75,2024-2025
VsCGOjrLeo2g,2024-10-29,2024-10-11,81,2024-2025
0mmLvUk4uJdb,2024-07-04,2024-06-03,79,2017-2018
IcEWti8W2PMb,2024-08-18,2024-06-29,82,2025-2026
Q2PVdk8s9Tpk,2024-10-13,2024-03-29,80,2001-2002
rfMXkYtQ1CFq,2024-03-06,2024-03-18,73,2021-2022
Hor6En5q55XO,2024-06-12,2024-03-25,52,2018-2019
xNA6pZmvW1SA,2024-10-02,2024-03-29,74,2004-2005
sYsxd7SAPmGF,2024-04-24,2024-10-12,90,2020-2021
ir29Vkizp4gA,2024-08-26,2024-11-28,92,2017-2018
LbOi3iAP0NPB,2024-02-22,2024-03-14,73,2001-2002
VbuJzNLBvFBA,2024-09-16,2024-08-25,79,2023-2024
p8BOjtnOLtom,2024-07-27,2024-09-19,55,2022-2023
M5NmBiTjjjwx,2024-08-13,2024-07-21,72,2017-2018
1McAvHqEy1ni,2024-05-21,2024-07-25,61,2016-2017
M9RcfKTJ2wyM,2024-06-24,2024-07-09,68,2026-2027
ZZNOfzJfDu2q,2024-02-24,2024-03-26,96,2024-2025
jHfAk0WjAxMQ,2024-08-31,2024-10-01,84,2026-2027
1lpM3WNSIjcL,2023-12-25,2024-11-14,53,2008-2009
Gv05zTgfeTnw,2024-03-14,2024-07-29,65,2021-2022
LMU2iffVXIaz,2024-11-01,2024-10-12,85,2013-2014
2ftXmwXN56T6,2024-08-31,2023-12-27,54,2004-2005
rc9GgfknJ49D,2024-06-25,2024-10-09,89,2007-2008
vtBW8YiD2hIY,2024-04-05,2024-05-29,80,2004-2005
jhrVtWBoAlEi,2024-10-18,2024-03-12,97,2004-2005
7wK24RBtUNli,2024-02-13,2024-06-14,54,2012-2013
x2nqEiTrO3K8,2024-01-14,2024-10-15,97,2001-2002
i8orjJx07uyv,2024-07-22,2024-10-25,81,2005-2006
YrT0p4e8jOKa,2024-07-14,2024-09-14,65,2017-2018
tBRrXv2xGQhT,2024-05-11,2024-01-12,91,2012-2013
MYbGHpi6e2SU,2024-11-28,2024-01-26,73,2019-2020
JFzHwLELwIBh,2024-12-01,2024-10-28,78,2022-2023
adqilaF6fp5a,2024-08-14,2024-06-22,90,2013-2014
Fjc0I96SAR7j,2023-12-31,2024-01-04,96,2027-2028
CRdtvSQnqmE3,2024-07-16,2024-01-06,98,2007-2008
QGVL0dqod2HS,2024-10-13,2024-04-15,77,2006-2007
9RJKkO6lLA6I,2024-10-13,2024-06-19,99,2002-2003
4CqcwvqufyCx,2024-07-14,2024-06-22,61,2022-2023
XAtvWagWfCjy,2024-08-12,2024-04-19,79,2018-2019
F7a0sdgQcUcM,2024-05-14,2024-03-17,89,2026-2027
8avHTRRgH6My,2023-12-31,2024-12-11,98,2020-2021
ANFX7NqfmJhU,2024-11-20,2024-06-14,59,2025-2026
LK6f5KjqIj94,2024-03-10,2024-02-22,96,2014-2015
Tge8QO6AmCY2,2024-02-11,2024-09-02,93,2005-2006
5zrQEI4Ont9i,2023-12-28,2024-02-02,74,2026-2027
cezmAoT6H1lW,2024-06-02,2024-10-08,100,2015-2016
0ltbJblHoT3F,2024-08-05,2024-02-02,63,2016-2017
bLq9t2BHtmjt,2023-12-31,2024-02-15,53,2026-2027
f4bytf5SSfM6,2024-04-07,2024-10-24,90,2016-2017
Se9kveKBzram,2024-09-18,2024-05-17,90,2027-2028
0w6cZhetJroQ,2023-12-16,2024-03-25,84,2025-2026
K5x1CiG3fxp7,2024-08-03,2024-02-22,100,2001-2002
T8fXUMWWGMYq,2024-01-04,2024-01-07,92,2018-2019
KCckgiwGpVnv,2024-10-13,2024-11-08,68,2020-2021
nanT5PBmYUfE,2024-10-30,2024-04-13,53,2008-2009
XnWptcIlijz8,2024-04-10,2024-05-24,80,2016-2017
tzPD8zWJlLq4,2024-10-29,2024-09-08,64,2004-2005
H0036ioAVv67,2024-03-31,2024-01-13,73,2013-2014
0P1WSuzUEbT9,2024-09-02,2024-10-14,84,2013-2014
W1rHpWQ8fuc5,2024-08-14,2024-02-14,68,2007-2008
T7MplinkqVCC,2024-03-22,2024-03-11,84,2021-2022
DYTTU11Ul6xy,2024-05-31,2024-11-07,65,2013-2014
5kHfEWZTordk,2024-04-15,2024-05-28,91,2021-2022
oQte4uhDn7Ah,2024-03-14,2024-04-04,65,2020-2021
gYoRIypVrc6k,2024-08-03,2024-07-12,59,2012-2013
6EIZu84o3Q0e,2024-05-24,2024-06-17,83,2018-2019
u1bFYHTHce60,2024-01-23,2024-09-28,67,2026-2027
dFW2gM6rTnKq,2024-01-01,2024-12-18,70,2012-2013
4efRB22Wr847,2024-09-02,2024-01-04,82,2014-2015
xkq1XVqHa5qo,2024-04-14,2024-05-08,60,2018-2019
gWuWb4j2JUY8,2024-02-08,2024-10-21,95,2007-2008
sUPvnXn1oD79,2024-02-27,2024-07-24,93,2007-2008
rAKxRbm7FtO4,2024-01-08,2024-07-30,93,2020-2021
r8Ir5rZKJqeg,2024-02-22,2024-10-15,97,2025-2026
hwLHIe1hO8DX,2024-01-14,2024-01-13,51,2002-2003
0SXmcw8zhxgE,2024-03-04,2023-12-26,60,2019-2020
sYZFJh0Rez3U,2024-10-27,2024-10-13,60,2010-2011
7kB03rj9UICN,2024-02-22,2024-04-02,62,2019-2020
OWHlNwWYFiZw,2024-08-15,2024-10-11,93,2007-2008
AhMFvORhIeaR,2024-09-14,2024-06-10,53,2027-2028
cfdCw9Blts8k,2024-10-07,2024-06-29,66,2001-2002
STOhTek02ato,2024-09-19,2024-01-06,84,2016-2017
rULJsWUduuj3,2024-08-22,2024-11-23,97,2017-2018
OcqLHrBxhP6X,2024-03-06,2024-01-10,59,2010-2011
aCTxkCJbpxxd,2024-06-19,2024-02-01,73,2004-2005
NPj22G1rb2wH,2024-10-29,2024-07-12,52,2018-2019
JQKFVhjd03WS,2024-01-30,2024-08-20,83,2008-2009
R8Uzlu5FJzKm,2024-03-02,2024-06-07,75,2019-2020
HjjB5wAoLfUw,2024-10-02,2024-08-24,81,2012-2013
WVMVSQ54YzP9,2024-07-20,2024-04-20,64,2014-2015
sYWiaNIY7CtN,2023-12-06,2024-07-07,86,2004-2005
SUVijVFBCFF6,2024-03-09,2024-09-28,78,2023-2024
V3e9wlX5olOq,2024-10-27,2024-11-06,75,2026-2027
iAAqyTGTNnCK,2024-07-08,2024-04-21,85,2024-2025
04P8A7vtoKV2,2024-03-20,2024-10-26,91,2015-2016
YoenWa5V20P3,2024-04-07,2024-07-18,55,2002-2003
vmx4R7eK3Q2U,2024-03-28,2024-01-05,76,2017-2018
JW9sCvBkvjH2,2024-04-26,2024-06-17,63,2006-2007
S5OqbZZTpQ4w,2024-11-26,2023-12-23,87,2003-2004
FPL2uU5FfUCe,2024-09-27,2024-03-10,87,2024-2025
U8agIshSWak8,2024-10-26,2024-06-03,97,2007-2008
OtewBB2LyuUB,2024-01-23,2024-10-04,93,2020-2021
e7ocklbRgXQo,2024-04-07,2024-02-20,60,2004-2005
VWVJd0Tz2eaJ,2024-11-05,2024-08-19,98,2003-2004
JLiOd8rUHKgu,2024-09-05,2024-05-26,89,2015-2016
lHjaKz5QaLk6,2024-06-19,2024-07-22,61,2017-2018
q1BlRRifEffA,2024-10-03,2024-08-25,85,2008-2009
mJ065udoqZgW,2024-11-22,2024-11-07,69,2005-2006
OqyEmNtOUm3X,2024-05-04,2024-02-06,84,2011-2012
6WugLd5xpFLD,2024-08-07,2024-06-19,70,2024-2025
rIN9zkqpBqPT,2024-06-15,2024-04-11,60,2009-2010
e4ip0cove7O7,2024-06-04,2024-08-31,92,2017-2018
q2HsHOyT3FEg,2024-08-31,2024-06-19,60,2007-2008
7HvIJ9suAxN0,2024-08-19,2024-10-27,70,2022-2023
cr7E3J4tGmFJ,2024-04-07,2024-01-21,74,2022-2023
0cHmQj4WaJ2N,2024-09-29,2024-04-26,63,2020-2021
eIXgMb00JT39,2024-06-09,2024-02-06,93,2001-2002
HX03mT2tyl2A,2023-12-07,2024-10-06,82,2008-2009
3rS8BWNHCo3C,2024-05-05,2024-01-29,94,2027-2028
FWbxyYXWEwm1,2024-07-20,2024-12-05,59,2017-2018
ArtjrqClpQaT,2024-09-14,2024-10-31,77,2026-2027
hdHPNpWDu7nq,2024-02-12,2024-08-25,85,2009-2010
0F4bouWjMpEJ,2024-01-25,2024-05-27,81,2007-2008
zX5b7fMT4ul8,2024-06-28,2024-02-08,77,2008-2009
h3GzFW3RdDf8,2024-10-27,2023-12-29,54,2023-2024
gGdYANkbegby,2023-12-12,2024-05-05,90,2004-2005
pCfcxNnMrPQ0,2024-01-27,2024-04-07,76,2022-2023
3tfdl6NB4rvQ,2024-11-15,2023-12-12,99,2006-2007
hG0VC7X2sslE,2024-05-21,2024-03-09,50,2009-2010
UQMPoWyztCHE,2024-02-17,2024-09-12,100,2008-2009
X4havBXH7cZw,2024-08-06,2024-02-29,67,2005-2006
n4e8cHb0jFe9,2024-09-16,2024-05-03,94,2021-2022
MfTg3xg3NI1p,2024-09-01,2024-10-13,84,2010-2011
IyCFniPmhuAP,2024-05-18,2024-10-04,90,2013-2014
KpRYzrrOI2bD,2024-04-03,2024-12-02,82,2023-2024
ubQCWX5BvHoW,2024-09-15,2024-11-20,50,2010-2011
5DEGpxeOJMsx,2024-09-30,2024-07-04,85,2015-2016
XV6xwMaALTkY,2023-12-14,2024-02-11,56,2008-2009
mm5zUiHRgGke,2024-02-13,2024-01-07,72,2020-2021
e8IaD2Ehgzzf,2024-01-31,2024-06-25,67,2001-2002
WspkPudWXGHF,2024-10-10,2024-11-01,87,2018-2019
FnmDKQYP0YXX,2024-01-20,2024-01-18,91,2006-2007
5oLFuIiQa49H,2024-11-28,2024-11-14,63,2024-2025
7lmXMkV2dLF1,2024-04-03,2023-12-26,89,2023-2024
WDGoNELzv9RX,2024-11-02,2024-08-09,67,2022-2023
hpYDsLIzgKL2,2024-06-23,2024-06-07,89,2026-2027
k9xE6G47z8uW,2024-11-02,2024-08-04,64,2004-2005
VLSyzjj1eAtk,2024-04-10,2024-10-28,94,2010-2011
N3W79ChP78qt,2024-03-17,2024-02-16,76,2023-2024
YRxKSDe0q0Zw,2024-07-12,2024-02-23,97,2013-2014
RdtvrjC26eON,2024-11-23,2024-01-20,86,2005-2006
gL5vKODcztod,2024-02-12,2024-03-01,58,2021-2022
IhL3ov0cj5QR,2024-02-21,2024-04-13,56,2004-2005
vb3x8X7KRTQn,2024-01-22,2024-01-14,78,2017-2018
jzOPiRhsPj4Q,2024-09-20,2024-09-27,62,2011-2012
rY1XLtWnjBOb,2023-12-11,2024-01-03,94,2005-2006
MZBanVcwJU7N,2023-12-07,2024-02-03,75,2005-2006
2Yv3IauJlAyB,2024-08-05,2024-10-24,58,2026-2027
Ta6omBS74toa,2024-07-17,2024-04-12,72,2016-2017
dBzNOarlDNwM,2024-07-19,2024-06-07,72,2025-2026
mTJtdmn7fn58,2024-08-02,2024-06-15,52,2011-2012
bX4AnQxDWFlz,2024-06-03,2023-12-19,88,2022-2023
omgyHoc0zV3y,2024-10-30,2024-04-30,84,2009-2010
run0sKdyyIjc,2024-03-04,2024-03-07,66,2009-2010
kzV8fA6D2Mln,2024-05-13,2024-04-01,89,2009-2010
T1c4plunU8qQ,2024-10-31,2024-01-14,69,2013-2014
1s28NBtlArk8,2024-09-05,2024-01-07,53,2010-2011
7EaMNenxuYjH,2024-05-24,2024-05-02,77,2016-2017
kQi0ZtEfy2Pr,2024-08-11,2024-01-25,80,2011-2012
4PBreZ4PmlJl,2024-02-24,2024-02-03,75,2004-2005
fAEBLRLjhAkO,2024-03-24,2024-10-26,74,2026-2027
0lYu3P6kwtiW,2024-11-05,2024-02-19,97,2004-2005
zkB9W8WGVrC5,2024-07-26,2024-09-30,77,2017-2018
Cla5R1PPWmOA,2024-04-22,2024-04-27,99,2001-2002
PzsmwWUePub1,2024-01-22,2024-07-16,66,2019-2020
XOx17fCL7Jsq,2024-03-10,2024-05-29,72,2025-2026
ZVZPqnZQ54Qg,2024-10-15,2024-02-10,99,2021-2022
acT5cZdDbfir,2024-07-01,2024-12-04,89,2003-2004
cWLnQwmxgCgT,2023-12-18,2024-12-18,67,2013-2014
vT9MOBnFOG7J,2023-12-28,2024-09-29,100,2006-2007
JRqkGiX9DJ2z,2024-08-03,2024-08-17,89,2024-2025
7zryFCozv0mr,2024-03-17,2024-04-18,87,2016-2017
pQ6O2PAvTNcq,2024-08-09,2024-10-10,80,2021-2022
lk0wfWlfU7XE,2024-04-23,2024-01-31,63,2020-2021
1TZvnwBk6P59,2024-02-16,2024-01-16,78,2015-2016
6O8aUtqUoXX7,2023-12-22,2024-03-03,93,2023-2024
aTHL5ShHwG5I,2024-09-29,2024-04-12,65,2014-2015
BcwJndc5JpzU,2024-04-17,2024-07-14,51,2013-2014
j0Wba5oCKuMN,2024-08-25,2024-03-13,100,2010-2011
EIItfI5Hc43p,2024-11-17,2024-01-21,59,2012-2013
4qYrqrrgLLOa,2024-09-29,2024-06-17,68,2012-2013
gcIdXmkpWut0,2024-04-02,2024-04-23,57,2021-2022
Kt7Q9PrYMzH4,2024-01-06,2024-11-14,93,2008-2009
jfdaotk7wMKK,2024-06-28,2024-11-15,86,2023-2024
CrAkaLIMJnOZ,2023-12-21,2024-04-12,63,2013-2014
UxnRykqlVysd,2024-11-03,2024-10-11,57,2025-2026
HhL6rTnfSdrM,2023-12-05,2023-12-30,98,2020-2021
GGL4R8QESAvy,2024-02-29,2024-05-16,71,2017-2018
PAnS3Hso173S,2024-08-17,2024-01-30,50,2001-2002
pbbolirFYtIR,2024-10-20,2024-06-19,66,2012-2013
LekcUzUliO0J,2023-12-04,2024-12-18,61,2007-2008
BCgvlxHuSsRO,2023-12-29,2024-10-02,83,2027-2028
L9fRDzdXqIlk,2024-11-19,2024-05-17,77,2007-2008
QrLEKFkuQxlE,2024-09-08,2024-04-04,59,2002-2003
wIpvhUvx78Ig,2023-12-21,2024-10-13,94,2023-2024
ceeyk6MJyOCN,2024-12-01,2024-05-14,62,2027-2028
S15LiekwrKLy,2024-01-16,2024-11-16,53,2009-2010
YbWMXPUFmBsp,2024-03-01,2024-10-03,55,2010-2011
spIzmCY7G7bg,2024-09-15,2024-08-26,79,2010-2011
2JUMXpDDeqaq,2024-10-31,2024-10-27,95,2024-2025
A7SyQLJw98yF,2024-08-31,2024-09-02,94,2003-2004
dnzpc078foRX,2023-12-09,2024-08-21,99,2020-2021
9hIOb2jWy8OM,2024-04-11,2024-05-02,74,2008-2009
4dpnh4mIDLCM,2024-01-02,2024-06-03,63,2012-2013
0JePKl1Di1wn,2024-10-31,2024-02-28,54,2011-2012
45aR9YiQb8oi,2024-03-21,2024-10-05,51,2005-2006
lCVw2ByO3lZ7,2024-06-27,2024-03-28,61,2006-2007
UEejeseigeZw,2024-10-11,2024-07-25,94,2016-2017
5dB7Jg487bI1,2024-09-29,2024-03-01,92,2007-2008
QirCTKyeQMF2,2024-11-27,2024-08-17,96,2017-2018
ed8iTpnSHbzt,2024-09-17,2024-05-30,100,2027-2028
fulKjQUqS2Fh,2023-12-06,2024-03-11,86,2003-2004
LP4ZrO0D43Ws,2024-03-19,2024-06-10,54,2002-2003
4VcG4xovGT7i,2024-11-14,2024-05-06,67,2013-2014
W9oKNg5DGZcg,2024-07-07,2024-10-27,83,2015-2016
48cFePrtMKVF,2024-04-24,2024-08-01,67,2006-2007
lyCpNPswYzDo,2024-04-25,2024-12-11,74,2027-2028
aIn9FUcLnyGl,2024-10-08,2023-12-18,54,2003-2004
3DIdwmsq1Rju,2024-01-05,2024-02-19,82,2023-2024
IM79m4aHsMup,2024-08-18,2024-11-02,58,2020-2021
zx5jQQyxcUHW,2024-07-21,2024-08-17,60,2007-2008
ts0s5TzlKN6f,2024-02-07,2024-03-07,100,2013-2014
oOPXcmopaZ0g,2024-04-09,2024-06-10,74,2004-2005
aFqEis1JtaTM,2024-10-14,2024-09-25,70,2012-2013
HmbQXQMFRoRU,2024-06-18,2024-05-08,51,2007-2008
x2qzBQAIkR0A,2024-07-21,2024-05-25,63,2014-2015
lBgc1hOmLoOn,2024-07-04,2024-08-01,90,2012-2013
3jovzXGcY9sx,2024-02-04,2024-01-16,51,2016-2017
SicdN6pw206I,2024-06-24,2024-05-12,51,2012-2013
2achw10nvBND,2024-06-10,2024-03-20,100,2020-2021
4wLVS7bS4A8v,2024-04-25,2024-02-18,59,2009-2010
rnWuPHhv5QiD,2024-07-10,2024-04-27,51,2009-2010
wIxt00WZIo7r,2024-02-02,2024-11-28,94,2026-2027
KREFRyJ99Rgy,2024-07-29,2024-07-12,66,2007-2008
ZCrGY1fGcQov,2024-07-19,2024-03-02,91,2014-2015
I8MxgG9lsZo8,2024-04-02,2024-08-02,89,2008-2009
