id,day,school_year,start_time,end_time
suqgqxf71OVQ,Thursday,2017-2018,04:20:15,08:38:43
6TQN7jf4tlkq,Thursday,2023-2024,06:02:44,20:00:33
Q648HT0L1l2f,Monday,2014-2015,14:36:08,22:06:48
JfU6ZBzEbu1i,Monday,2023-2024,09:08:27,19:09:37
QesfunFjoZNY,Monday,2020-2021,06:02:42,14:00:02
fkC7XTHNtWyN,Saturday,2012-2013,10:34:09,08:41:11
bDcj8qMSylAy,Friday,2008-2009,01:49:55,00:01:22
I3BVGQ9M0ZTZ,Sunday,2009-2010,12:57:56,14:48:48
ipTUQxVpVPLQ,Sunday,2010-2011,15:50:27,00:32:43
rBRJpa0rGxSa,Wednesday,2021-2022,06:10:31,16:21:08
YIpMMqP889MD,Sunday,2008-2009,19:01:40,19:41:15
CmcvwBKnaOtf,Sunday,2007-2008,08:02:30,11:43:09
6MHY85GkB9Gw,Saturday,2027-2028,02:36:54,20:03:27
BYVecM8OfpSM,Wednesday,2015-2016,19:00:38,22:54:06
gxBtLVEzQQGG,Wednesday,2016-2017,05:31:35,20:52:01
JhFzZSZUKFSU,Wednesday,2001-2002,20:58:23,12:28:17
ZeHmwtxhUBmC,Tuesday,2005-2006,09:05:09,12:40:32
Pcr9EgqvzbYg,Friday,2002-2003,15:02:15,18:30:19
y3X4QMdADQ1D,Wednesday,2006-2007,20:50:35,11:12:15
kd2JiwvqsD7L,Sunday,2003-2004,08:05:52,05:03:50
1ElrjPLZAXCY,Sunday,2025-2026,14:07:03,15:33:12
Nr9O2DEITBXx,Monday,2002-2003,23:14:49,21:41:56
JKjq79v8HLqA,Friday,2006-2007,17:18:16,11:29:12
wzwwTkYmxlvb,Monday,2023-2024,21:46:27,11:25:56
aBANjf7b0s43,Sunday,2023-2024,19:18:13,10:36:26
c4tcc0uEDWsr,Friday,2009-2010,18:05:38,10:34:00
7Y28KMwk4OrF,Saturday,2009-2010,15:55:06,11:44:53
mSMS7LucdzJB,Wednesday,2005-2006,22:18:43,18:49:55
UQX1CPWcNAZq,Friday,2015-2016,17:38:03,01:45:41
MthihqHoXYUQ,Monday,2015-2016,15:57:30,11:25:01
lz13nbCCGgjU,Tuesday,2006-2007,22:41:42,16:02:08
m3wOFZz8J3EM,Sunday,2002-2003,22:22:32,09:25:08
Z30sjjYwluOt,Friday,2003-2004,06:34:12,22:48:04
35Nw9uxVN13f,Saturday,2002-2003,21:57:38,01:38:15
iJtwZcgY2UUg,Friday,2025-2026,03:46:23,07:11:55
c5AXS4EE7H8T,Wednesday,2014-2015,09:59:15,08:34:33
vPFfg2nmHOPY,Tuesday,2004-2005,13:12:26,11:13:10
vCzIWNoJai1H,Wednesday,2003-2004,01:52:01,10:24:42
UFGihMAm4jWT,Thursday,2010-2011,18:56:48,23:25:08
Mz1CTfiKLMfx,Monday,2011-2012,05:13:59,02:29:57
fPuxmzDvTZYJ,Friday,2008-2009,03:32:58,05:19:36
ybx5uPSLwoVk,Friday,2025-2026,09:31:23,04:01:47
3x4Ro29qYQju,Friday,2023-2024,19:02:40,21:10:35
7YIMzogHEAzK,Monday,2002-2003,01:50:47,23:58:55
cV5JAqPwC67n,Tuesday,2008-2009,03:13:47,11:42:46
gDNdys2WOHBw,Monday,2010-2011,00:26:30,03:22:31
pEEF4o5hgwxO,Tuesday,2020-2021,01:45:16,13:59:31
x0uNYJNANv9J,Saturday,2010-2011,14:24:55,00:05:31
VRheAP6czhNS,Friday,2012-2013,00:18:11,23:06:55
4f1qaJmrGq8k,Saturday,2018-2019,11:42:11,14:39:08
jXdSNa11D07g,Sunday,2011-2012,16:13:24,01:25:40
ef9RgEdroE91,Tuesday,2023-2024,01:14:43,07:55:40
hV1C6DK1tOuQ,Sunday,2024-2025,13:43:36,20:05:53
tMD1vqve01HW,Tuesday,2027-2028,04:38:33,05:22:44
ZGnGg5tgyn0k,Saturday,2010-2011,19:47:12,16:10:43
1Vu5VnvDlRlM,Wednesday,2006-2007,15:16:36,12:21:22
OF5it0Yp1yiS,Thursday,2020-2021,14:08:57,02:08:49
alzQBNDgunrm,Wednesday,2016-2017,20:31:25,16:28:12
wtwNy5hluMH9,Tuesday,2027-2028,23:43:37,18:15:15
hny233YUxhMp,Sunday,2007-2008,23:26:45,09:49:33
UayHNQu07As2,Thursday,2002-2003,02:08:02,01:51:35
cISdvd8u5uvQ,Sunday,2023-2024,07:39:16,16:19:18
76LXiLjs8VL1,Friday,2014-2015,15:09:11,16:16:53
vLUdhjvriTWb,Friday,2013-2014,14:59:40,03:25:38
Xlut2ZmNtiZj,Friday,2006-2007,01:58:21,18:39:09
udf9f1gA9hLy,Thursday,2025-2026,07:54:12,17:28:19
KRk4wSuZVyly,Tuesday,2024-2025,20:58:43,17:06:24
EVIvgWsemlWe,Tuesday,2015-2016,01:42:47,08:59:33
RnNRgxnvlQDw,Sunday,2012-2013,21:16:17,23:09:54
aRBA2Isq0qVI,Tuesday,2009-2010,10:40:47,11:09:00
RcKc3riKtyrP,Saturday,2014-2015,10:46:01,11:20:51
jns5WRVUa2Z2,Thursday,2006-2007,03:48:20,13:46:20
QAXhKQqWYYIL,Sunday,2006-2007,09:21:23,09:45:30
iu9847MWdfvV,Tuesday,2002-2003,10:10:40,00:32:51
z7mgFxEhesum,Tuesday,2005-2006,19:34:19,21:06:12
Wfc330rkpwg4,Wednesday,2010-2011,23:23:44,06:34:44
tHjI3dxSgFaJ,Monday,2014-2015,17:04:22,19:09:00
eNc4WNa8mqj8,Monday,2005-2006,09:19:18,11:23:22
jbscngVDPlWM,Wednesday,2018-2019,00:45:38,01:05:45
1sJqNn6Tf3Ri,Wednesday,2011-2012,17:26:11,14:14:59
ZA7x4j698PLK,Saturday,2012-2013,13:46:03,07:13:01
74joCmlE5Tnw,Friday,2004-2005,03:29:42,02:46:24
Cdm7favYdwbh,Thursday,2021-2022,11:39:02,14:39:57
sHOpj7dd45rH,Friday,2006-2007,18:50:05,16:16:57
o2bMsZPHqZz8,Sunday,2017-2018,22:41:03,14:35:51
7UlX6zA3lqYP,Wednesday,2008-2009,21:44:43,06:41:48
wPgKB8ZwlZQe,Saturday,2026-2027,20:21:00,11:02:51
hHILGiP96Tqv,Sunday,2011-2012,20:56:51,04:57:20
M7xtUgo9tIyN,Friday,2023-2024,23:10:52,06:20:27
umR4M6aDdJYW,Thursday,2018-2019,19:55:49,18:34:10
WEwABF18OCY2,Sunday,2008-2009,04:37:56,01:56:18
p0U0StK43JMf,Friday,2015-2016,01:07:37,16:39:34
3WQZszxwOfVJ,Thursday,2017-2018,10:57:49,18:50:23
ae7EbxC3NDvD,Sunday,2018-2019,07:20:11,08:53:35
ZOVfUZrRRVcr,Sunday,2010-2011,11:36:17,08:11:34
CHj3bULyxmaB,Monday,2027-2028,06:13:44,08:56:08
tATiPzeEP0r0,Wednesday,2003-2004,21:32:49,02:38:59
gSyHrOyQMekF,Thursday,2001-2002,08:47:56,19:04:50
UpYL4e6t6tL8,Sunday,2006-2007,02:47:15,07:24:02
GU7IlGPDdwKO,Thursday,2026-2027,18:57:03,17:23:45
YI50JiBZ5RFY,Monday,2026-2027,22:07:30,14:55:18
1PKNU92omovC,Tuesday,2021-2022,20:39:03,20:39:48
TdsLIJgky07h,Friday,2010-2011,06:14:18,19:01:59
oPeDp7C3gwRk,Monday,2013-2014,01:13:18,21:29:12
O9aRe5ZM8zOg,Wednesday,2022-2023,05:50:00,18:24:33
qAoGowDZElSn,Monday,2015-2016,11:15:58,21:05:26
QdRjniscs6m7,Monday,2025-2026,13:35:26,12:50:31
siK1MBLvuwI8,Monday,2014-2015,09:42:34,03:14:44
c35fmWlU0sAx,Monday,2020-2021,08:01:49,15:55:56
7qnudSr9fqOT,Thursday,2003-2004,13:06:03,20:27:57
nQyZmvypa5yD,Monday,2002-2003,09:05:11,10:37:40
nkpUtUgWNCnm,Tuesday,2015-2016,11:02:09,19:26:21
QcqXwckdULu0,Sunday,2012-2013,19:50:08,21:26:26
vMxikx7Y6CID,Saturday,2015-2016,20:23:21,08:03:33
nbGvfRVCWJVU,Tuesday,2015-2016,22:23:31,07:38:22
Jbdixed1ptTy,Monday,2011-2012,15:35:03,15:13:07
0bSb0m8YSjY3,Tuesday,2015-2016,01:08:31,00:05:48
BUy9Tj2wCihq,Saturday,2003-2004,15:47:41,10:37:40
IsqlgbQ7xpnQ,Saturday,2001-2002,23:46:41,11:27:55
tttWUPhpGWEJ,Saturday,2014-2015,05:49:58,20:11:03
Wj6uwUtdtznt,Monday,2017-2018,15:48:35,20:25:51
OEVdS87sWksd,Sunday,2025-2026,03:49:10,14:59:53
oWpOxGq2IiCB,Sunday,2026-2027,03:46:46,20:06:28
KSEIL0327cp1,Thursday,2010-2011,12:07:04,04:56:04
tVxfe5I3fvtv,Wednesday,2023-2024,03:01:03,19:48:58
sr4FVE0h0WQ0,Sunday,2002-2003,16:27:44,12:18:54
oQr2uT4e2tUJ,Friday,2024-2025,04:32:04,03:59:21
rtglkQp0OFYs,Tuesday,2002-2003,19:43:13,11:07:28
sWfOJG36IoJw,Wednesday,2015-2016,23:41:14,18:40:43
SchgHfsjbKUh,Sunday,2010-2011,04:08:26,18:04:04
4JwNGdZBsY2O,Thursday,2018-2019,08:16:14,08:19:14
ro829v405Ebk,Saturday,2005-2006,18:23:59,21:56:39
GiMPzUdcGUbo,Saturday,2019-2020,09:13:45,08:15:27
hRAaJMwmgEdu,Saturday,2014-2015,18:18:58,18:33:01
Zc4Bb6FI7Z35,Wednesday,2014-2015,21:50:38,16:23:40
UhAaA3RjKhzE,Tuesday,2018-2019,16:41:41,06:59:28
YMWvBPE0fWxD,Thursday,2020-2021,22:17:10,03:56:25
W8pnLcTbrKTj,Tuesday,2022-2023,22:08:54,17:33:18
r6LgGMvc3k6D,Wednesday,2009-2010,20:09:44,05:08:33
9js4l0IQWLBJ,Wednesday,2022-2023,14:48:22,01:55:24
nKlhrl7srDUk,Friday,2019-2020,15:52:57,23:43:19
5wkMleNL6AMt,Monday,2019-2020,00:33:05,21:34:16
N86mPzTZM19c,Tuesday,2015-2016,21:24:50,05:28:18
3XMyDmNeNlGp,Sunday,2010-2011,05:52:28,21:54:04
nOPt7OufsuDu,Monday,2007-2008,13:02:25,21:09:04
QCFN4P7KXSO0,Monday,2018-2019,07:07:31,20:20:57
qY5aqrWBSCVt,Saturday,2014-2015,10:04:05,13:10:01
fMMT01oAsIf6,Wednesday,2001-2002,09:58:08,21:07:02
8u2u0TpSQ5xL,Tuesday,2025-2026,02:54:48,01:10:21
6wLvM7njRIIr,Friday,2022-2023,16:56:00,17:10:56
1v8phuI33yG7,Sunday,2025-2026,21:18:48,07:32:40
OQMaX4QDeTqQ,Monday,2002-2003,06:02:30,15:54:50
PdOsOeh9VYrq,Friday,2026-2027,02:06:18,08:46:22
uersjYiyDWvD,Sunday,2017-2018,10:31:53,03:32:59
mly5lEL50X4i,Thursday,2006-2007,20:14:07,09:07:45
7Y6rZsnVGZkJ,Tuesday,2004-2005,09:26:30,21:34:30
hWSZuWYrin2h,Wednesday,2009-2010,10:07:19,20:51:22
65nxd2dupWEa,Tuesday,2005-2006,07:09:19,09:29:15
s8mp7YMWw8BQ,Monday,2023-2024,02:51:16,20:28:21
EKbbjJj7LtPa,Saturday,2022-2023,20:42:46,18:44:08
gxiPVPIcs8eV,Friday,2005-2006,12:31:28,19:09:16
lbBnUzx6jsz3,Thursday,2002-2003,03:04:30,23:07:38
KjeUF5F7mMaz,Sunday,2025-2026,11:41:19,17:47:56
troDVxPIOo1y,Sunday,2018-2019,12:26:18,15:50:03
ciUOcnI8gNyN,Monday,2009-2010,11:17:39,10:31:53
m2s0Mxu0r73i,Saturday,2009-2010,03:22:55,13:35:00
jvCUeAlgd06f,Friday,2018-2019,01:10:02,15:19:14
VUtKLiY76Sbp,Tuesday,2011-2012,08:42:00,06:39:45
3A04o3zzr8U5,Saturday,2007-2008,14:51:01,11:21:40
YCvZCuV9FXHt,Friday,2003-2004,03:51:18,20:58:26
1TBSVZTnvYcE,Tuesday,2026-2027,07:37:59,20:30:42
9UMSldbgHJxR,Thursday,2024-2025,20:03:43,03:30:11
ws2e9jWZ3Vnj,Thursday,2012-2013,23:57:30,23:22:29
6O4DKM85Lun2,Monday,2017-2018,01:48:55,00:57:54
AA4y41Y3K4gh,Wednesday,2006-2007,17:11:16,03:14:51
r6YOSPOOQmJL,Friday,2007-2008,23:16:41,06:32:51
W0V7lQIqFCwx,Monday,2004-2005,09:55:35,20:29:39
duvOeAbYiQe6,Saturday,2020-2021,16:18:51,00:10:41
7DYR9Ep5Vfof,Saturday,2007-2008,06:18:02,17:45:42
rmIDXj1GBxYQ,Wednesday,2022-2023,19:41:02,15:44:16
o5v8fJMAHweY,Friday,2022-2023,13:57:02,21:56:31
5cq9ItT2ToYJ,Thursday,2021-2022,18:41:42,23:58:12
p1VM0mRnHfty,Wednesday,2002-2003,14:46:53,03:12:12
2GBiAOX7i6Js,Wednesday,2026-2027,11:33:00,06:41:52
0m48xKoPtNZ0,Monday,2010-2011,09:46:49,00:11:03
p19MAzQRILlS,Thursday,2017-2018,09:47:10,20:32:10
joES0sRJxF7S,Thursday,2016-2017,09:23:17,13:58:19
2SnrLkXEMzkV,Thursday,2010-2011,13:52:43,21:15:36
CnQ3x8vZCVr6,Thursday,2017-2018,12:56:18,02:37:09
usr8oJMN3DIR,Friday,2023-2024,09:18:30,04:48:11
iFXxFinzzFvx,Friday,2012-2013,23:51:27,15:15:33
MALLtV3WXnl4,Tuesday,2003-2004,06:58:58,01:13:12
GiYfoGyECWvN,Thursday,2003-2004,10:33:57,22:40:12
LyHuQ3Py2tzl,Saturday,2006-2007,03:01:05,21:53:16
hOj4BS2P5Wex,Wednesday,2017-2018,03:16:34,01:23:19
ThwzdsodSwZJ,Monday,2009-2010,23:37:07,14:21:00
ck9E36MXrx4K,Saturday,2001-2002,09:13:44,10:58:20
GuBVdqzYkMNP,Sunday,2008-2009,23:39:26,16:09:20
iHiNqKZt8i7s,Saturday,2007-2008,13:48:44,12:44:45
6qS0ubEm4KcK,Sunday,2004-2005,22:04:11,20:16:12
myBmujLfHlSv,Monday,2014-2015,12:35:46,00:47:33
sKCZlPure2KF,Friday,2025-2026,09:53:23,07:17:24
7hm1mWOKppO2,Monday,2015-2016,18:23:29,23:00:59
xe0Hhk6jLSIo,Friday,2008-2009,19:53:52,20:36:11
7KAKnXxcGphV,Sunday,2024-2025,01:12:13,14:05:13
uoS9ip4wYrYu,Sunday,2015-2016,15:29:02,13:11:51
mLk7rwR91fWK,Monday,2015-2016,05:03:10,19:54:31
hDaXq2gFp9C2,Monday,2026-2027,03:37:33,19:28:13
9DmcKJFqkp0g,Sunday,2027-2028,21:21:02,21:48:33
ZJV5trFyFYHi,Sunday,2003-2004,00:06:22,12:59:09
onBK108YxKtM,Sunday,2019-2020,12:09:40,14:43:22
mvpXzvsDy9LQ,Wednesday,2025-2026,08:05:07,11:28:42
2ZYnc2DCfe23,Thursday,2022-2023,19:30:20,13:53:42
HPA7eLlyHBsR,Thursday,2013-2014,05:50:59,06:11:32
7APvwUFfBWb4,Monday,2007-2008,06:20:53,02:06:58
K2v5Q3oLv0oX,Friday,2014-2015,23:35:27,14:35:00
RlVpGIwG9Zfo,Thursday,2011-2012,20:56:08,07:05:06
9nfK1xs8GMnN,Sunday,2017-2018,02:22:08,16:29:35
aj3CNpnfPxwF,Monday,2004-2005,04:11:47,13:03:33
IbAzgLiLEy0I,Tuesday,2018-2019,09:53:41,06:45:26
v82IxAlkOdfa,Saturday,2023-2024,00:47:05,04:40:38
Q0Z5N0MwPGAv,Tuesday,2021-2022,02:20:38,09:40:28
8dB1MmfnL8P4,Tuesday,2016-2017,05:08:36,04:15:49
3gr5oJ8EqwZd,Thursday,2021-2022,11:08:09,12:12:35
gnCif5lODWvh,Sunday,2012-2013,00:59:54,06:51:19
pZQHdM0SJbLn,Tuesday,2022-2023,12:39:41,07:16:00
BIi2YQCnfflr,Wednesday,2006-2007,21:25:15,16:02:16
aMAh9xfc3AnV,Tuesday,2025-2026,22:10:33,18:43:27
csUi7ZqbwV3x,Wednesday,2010-2011,14:23:47,10:22:34
PKQ2Xnd24TC8,Tuesday,2023-2024,14:22:21,18:42:14
BZmrzXEsNNho,Sunday,2025-2026,02:37:40,23:09:12
y8esft1dKaeV,Tuesday,2009-2010,05:36:43,06:51:37
6bC2jBJgRp1e,Tuesday,2021-2022,03:47:46,15:42:24
2CpNy2iRgo9N,Sunday,2019-2020,00:59:12,11:21:15
uGHyOh9T6krF,Wednesday,2026-2027,11:16:04,11:00:52
XMGGHXneOKIm,Thursday,2013-2014,17:55:52,00:08:00
PhzFIGHiV3pc,Wednesday,2015-2016,04:54:28,01:10:31
Jh0SOFllnheA,Thursday,2011-2012,11:05:16,01:23:17
Z046QScKL6Aj,Sunday,2027-2028,06:24:25,18:02:59
rt9WLkLWezGJ,Monday,2027-2028,13:20:10,13:25:26
2ERoEnDABWFd,Thursday,2007-2008,18:30:16,14:40:12
XjnHFgWnAfUr,Friday,2005-2006,13:05:27,04:52:14
PWWpHqNWZ0FU,Sunday,2025-2026,01:59:58,19:17:40
lpt2xZaAxNYD,Friday,2005-2006,18:23:10,22:44:27
hOhBdBubSjd4,Friday,2019-2020,04:41:30,22:13:46
udofwtuLz6FT,Saturday,2004-2005,23:37:18,07:36:52
MFw99lNd5qYX,Thursday,2026-2027,13:31:34,22:04:28
1oQSYsV7IZ7E,Wednesday,2006-2007,16:04:49,13:47:27
FYhbQUj7MOtP,Thursday,2026-2027,08:43:10,05:03:13
ZwWtqN98iRXQ,Wednesday,2025-2026,23:50:32,07:16:01
xSE2NRkzoT2y,Tuesday,2004-2005,21:21:25,04:15:41
lkDF0tvlM7lJ,Friday,2010-2011,02:14:46,20:15:03
m8IBeSHWqdGa,Sunday,2026-2027,00:47:35,19:33:36
3x5T1Xs2PAdV,Sunday,2013-2014,09:23:44,16:33:26
6Kv4aEVLHnmG,Monday,2020-2021,01:37:40,01:33:34
fwODMnNR97Mq,Tuesday,2019-2020,16:24:03,15:29:38
Agmbq37YMmyo,Saturday,2027-2028,14:24:11,16:52:45
tmNm6MbL65Wg,Friday,2017-2018,16:59:03,20:54:14
Uvd5xD4nbs7S,Wednesday,2010-2011,02:09:51,10:52:20
iP3Q66ELAE6Q,Tuesday,2006-2007,09:53:16,06:15:11
IWFDLTpxmH7J,Friday,2004-2005,11:24:09,09:24:38
l4ChOKoUvGU7,Sunday,2017-2018,05:57:46,09:57:43
MWePbBHpz1Nx,Tuesday,2013-2014,12:33:55,18:20:46
VdvjHkk4kerz,Monday,2018-2019,15:13:21,02:30:42
53viiL3frRlY,Tuesday,2027-2028,10:54:37,06:33:36
TFRvh42NdkN4,Tuesday,2010-2011,20:21:25,18:35:56
FgENQUvNyKVv,Monday,2009-2010,19:05:09,20:48:51
G5hQJLI0LlQa,Monday,2011-2012,23:09:10,08:00:18
MkOtU89E7FzK,Thursday,2023-2024,21:51:17,02:20:40
FaQDQbYl1bzj,Tuesday,2001-2002,10:10:43,01:55:18
qbSG2LJ4KC0p,Saturday,2010-2011,00:32:39,10:25:49
S19u2NMPYGXv,Wednesday,2018-2019,14:14:34,05:42:29
jJPsdqXAJa57,Monday,2021-2022,20:45:50,10:52:34
JSqCA5CFEFfo,Wednesday,2021-2022,23:33:38,05:34:38
6HXi8DkqeMOW,Sunday,2023-2024,19:28:57,06:45:18
Y2zSQ25qLOze,Wednesday,2022-2023,00:05:44,14:20:11
GED5oMbaeXfU,Saturday,2004-2005,19:33:40,00:03:17
tbyw8AEf4AmG,Wednesday,2003-2004,11:41:14,09:06:27
MBrFnMdrNdr7,Sunday,2012-2013,16:21:10,09:54:12
sge8kShSmVyZ,Saturday,2006-2007,16:08:46,06:34:47
FLxmzb6wu7Yx,Wednesday,2013-2014,00:29:26,02:44:02
0c2hdnbNELkz,Thursday,2021-2022,06:52:55,01:27:22
bhhqFopzQyLl,Sunday,2005-2006,14:53:16,08:37:11
hrZVbufhbxmA,Saturday,2008-2009,22:36:45,22:32:43
hMI4IKK8ZUVW,Friday,2006-2007,02:34:15,08:58:26
IxXahA492dkP,Tuesday,2016-2017,19:00:27,11:24:31
eUCP9T64oBit,Tuesday,2018-2019,16:00:50,13:09:24
1icnTR3zCOqZ,Friday,2007-2008,15:31:49,19:49:26
POP3cWoGHXlE,Wednesday,2011-2012,19:06:08,01:53:02
1N5OFMCCsJd9,Saturday,2016-2017,15:02:06,02:42:24
4YprafbaQYcX,Sunday,2013-2014,14:57:51,05:08:21
7tQxd777dX6m,Wednesday,2009-2010,01:58:21,00:56:25
bBBfYe1lA4Ww,Thursday,2002-2003,04:23:39,00:12:07
J04dfbktdkkp,Monday,2010-2011,18:39:38,07:39:31
qUoFOiBHz1l6,Saturday,2011-2012,01:59:42,23:21:45
MPDE8pbi8MMi,Saturday,2014-2015,23:27:56,12:08:48
EkJGYElS7B46,Sunday,2017-2018,04:56:29,13:06:00
L0chO1XVJUyv,Saturday,2022-2023,18:45:27,23:43:44
sFZhaDXTevmV,Tuesday,2009-2010,04:24:01,12:47:20
7VnC3XIvfWBA,Sunday,2012-2013,01:15:54,07:00:33
gP93h9LMxovy,Sunday,2021-2022,16:39:29,04:17:37
s3Yln3s5BGFO,Friday,2009-2010,17:29:36,19:00:44
iPXfSUoWNDfg,Friday,2003-2004,05:14:16,13:59:31
CyoL0mn8JkOm,Saturday,2014-2015,17:11:00,05:01:05
lOjFrVURx9VS,Monday,2013-2014,12:10:03,22:32:04
hKCL1LsbPy3R,Sunday,2027-2028,20:10:16,23:02:10
eooYo9QS1EVd,Saturday,2019-2020,21:09:27,02:42:19
N7Bi7N9kt9ds,Sunday,2004-2005,23:05:03,17:29:34
9hY7zQfr15y5,Saturday,2018-2019,06:10:10,07:12:08
fBiXpK9184Hn,Saturday,2023-2024,07:08:26,19:34:50
eWx7HA3pmq2a,Sunday,2004-2005,03:24:45,23:42:47
W7lkhHc3G0Mc,Tuesday,2001-2002,11:54:11,07:42:02
BoLSD1nglTsB,Friday,2008-2009,11:25:00,05:54:39
saj20eMRuhM1,Sunday,2007-2008,11:40:31,16:54:43
Xs3Oac4uLxxU,Thursday,2022-2023,23:49:09,08:12:00
se2G6ydFynnQ,Monday,2018-2019,00:14:35,02:52:23
EgRuwjfYN4lt,Thursday,2001-2002,10:45:29,08:51:08
LISNRc2Qz9GX,Sunday,2015-2016,05:34:13,00:05:17
hjaysO8ODzR9,Saturday,2010-2011,06:00:20,22:56:38
EQzbPq3BSPH1,Tuesday,2019-2020,01:34:02,04:08:41
etlxotTgTtCW,Monday,2011-2012,05:42:42,13:36:50
CP9A3QIT5I7L,Saturday,2021-2022,17:36:57,23:29:39
dMGiXZ4gQVV9,Saturday,2026-2027,09:01:08,16:34:27
abhtqhtZgR3e,Thursday,2001-2002,16:23:53,02:27:23
Ybe7xrrUfHx5,Tuesday,2015-2016,17:12:03,02:00:30
7BMrQ533X9UU,Thursday,2005-2006,17:26:18,03:03:12
9rbQOOdWovMm,Wednesday,2004-2005,21:12:44,02:43:12
t6q98PgR2IHZ,Wednesday,2004-2005,03:19:51,14:37:12
jAWAucDqBK0A,Monday,2024-2025,16:27:46,02:21:46
s78spiSCHgDk,Monday,2005-2006,09:47:15,10:38:00
lt9yYbcMkBNh,Friday,2010-2011,02:45:40,20:06:19
wuP2wYENzTXl,Sunday,2014-2015,02:26:21,08:37:08
pDNE0C3sovHj,Friday,2023-2024,14:56:35,21:07:26
qnHJUMiudb8k,Tuesday,2002-2003,14:56:08,10:02:50
RQkkqr8bV2ZB,Tuesday,2025-2026,02:19:12,04:01:01
rqLX1nf8nxFt,Thursday,2024-2025,19:59:33,08:44:28
DvB7z1789Yyg,Thursday,2013-2014,08:22:30,10:49:24
VrALvBbY744C,Friday,2009-2010,21:28:39,18:12:37
xY8ZteNoz8mH,Saturday,2002-2003,10:23:09,17:16:10
gUHgZCUMJ0oB,Wednesday,2025-2026,20:09:30,09:30:02
uOwfhxOXlzeJ,Saturday,2004-2005,16:02:35,06:51:38
VKCCZMi962fB,Wednesday,2023-2024,15:19:27,18:24:48
lMFVFizJqOWO,Sunday,2018-2019,23:56:18,05:58:09
w1TPVcXkls4l,Wednesday,2026-2027,05:31:47,21:05:57
funpt6jLFvmu,Thursday,2023-2024,06:22:35,02:19:28
NFGOgBtZELcc,Tuesday,2003-2004,00:13:53,06:20:14
7BGrDSwjQbJe,Wednesday,2020-2021,00:50:16,10:22:16
UOfoLdrEMaeQ,Wednesday,2002-2003,01:30:17,01:51:10
nPfyqVKOx9XU,Tuesday,2005-2006,05:53:18,05:37:43
fIYjeKfjGvQp,Friday,2022-2023,14:21:02,00:01:53
CoZliYqHHkja,Wednesday,2003-2004,07:21:55,19:21:04
gklvZifuCr9l,Wednesday,2012-2013,19:50:32,07:43:18
hEGPsOzBE53z,Wednesday,2001-2002,20:03:14,21:11:18
hULDBT5Jsefi,Thursday,2011-2012,12:52:22,08:50:04
gePlYR4W108v,Tuesday,2003-2004,11:19:59,07:19:11
Q1gvVPai6HT1,Tuesday,2011-2012,17:45:28,07:00:59
AmWTAyxWMSq4,Friday,2024-2025,16:54:00,19:45:36
p0XDAmVM6Gi7,Saturday,2022-2023,21:47:56,10:46:53
XqYNQEkE1gAP,Saturday,2026-2027,01:01:14,05:12:40
YIdMiueseOL0,Friday,2016-2017,02:47:15,14:08:53
11HkIS8r0gpc,Saturday,2026-2027,07:55:24,08:21:41
2NlnrbgxdGSN,Monday,2018-2019,12:51:12,00:24:16
W1A7gZLh1nn0,Tuesday,2010-2011,10:32:47,10:06:49
ssMsYU5PLz5m,Friday,2007-2008,17:28:14,16:18:26
Sgfa2THRgGYQ,Tuesday,2008-2009,08:01:47,14:33:14
CfvTfYbth8BT,Friday,2012-2013,00:24:05,09:16:31
et8Qkmyq2aUj,Monday,2011-2012,14:56:41,21:48:56
s9x5HWwRbhe4,Saturday,2004-2005,13:33:39,18:53:06
HUPuAgjjoJ0Q,Friday,2020-2021,08:47:29,02:42:04
qr8reSzwCKEg,Thursday,2014-2015,13:59:18,05:22:34
wjMpyE3s8Fz7,Sunday,2005-2006,04:24:49,22:09:41
Ntr3ZjyWG1b5,Sunday,2005-2006,17:49:16,08:50:35
ek1q91xrSuSO,Tuesday,2004-2005,19:56:00,03:50:56
8zh7mdlO6ByD,Sunday,2001-2002,17:08:53,19:52:57
j0aa30ugmhcO,Sunday,2015-2016,04:15:55,03:01:18
PgUQuQCRtPO6,Friday,2011-2012,20:52:22,04:31:18
2xeYPMNxtzLo,Friday,2012-2013,18:31:19,14:02:58
JiexXnqiUDG6,Thursday,2016-2017,10:46:11,09:15:05
UoM7TaWcUePK,Wednesday,2019-2020,01:02:01,11:29:46
t3pmZOYvp3Nt,Wednesday,2007-2008,18:33:07,13:17:07
dk8ehNKoV6Uk,Tuesday,2027-2028,16:29:01,15:57:49
dX6f8UZ4khDk,Wednesday,2008-2009,02:45:56,02:00:16
xEZjhXj4JJF3,Tuesday,2016-2017,23:40:53,04:54:19
9QmYWiGIZ0xB,Thursday,2012-2013,01:32:05,05:48:46
DCM2fiVGs9cq,Sunday,2023-2024,15:51:27,07:58:42
P5m9Lvy7mU4T,Thursday,2005-2006,08:39:06,06:58:40
SyzETNKaviTx,Saturday,2007-2008,23:30:29,18:43:55
s1T3zWmYJf81,Sunday,2002-2003,20:11:41,00:03:56
egxLEAvauWUL,Friday,2027-2028,18:32:46,23:43:59
h8kuGJvCEh9x,Sunday,2027-2028,01:33:51,14:35:09
yS0CBAmGVeGe,Tuesday,2011-2012,23:23:38,07:32:29
OqC2hkQbV7Oq,Monday,2008-2009,04:38:31,18:58:38
